微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IsG6P5Cot,【#人民直播#：#湖北疫情防控工作发布会#】今晚，湖北省召开新型冠状病毒感染的肺炎疫情防控工作新闻发布会，@人民日报 正在直播↓↓共同关注！  人民日报的微博视频 .  ,,无,无,无,2020-02-04 21:00,微博原生直播,21738,334,2759
IsG4c0f69,【#长时间戴口罩耳朵疼怎么办#？】长时间戴口罩耳朵疼，有人使用这个方法，加个牛奶箱子提手（或其他类似物品），不夹耳↓↓有需要的小伙伴可以试试~生命时报的秒拍视频  ,,无,无,无,2020-02-04 20:54,微博 weibo.com,29804,4427,2205
IsFVGwfJN,#寻找染病车船飞机乘客#【扩！#西安急寻4辆出租车乘客#】近日，西安市高新辖区一人被确诊为新型冠状病毒感染的肺炎病例，该患者于1月25日18时许，先后乘坐车牌号为陕A26E3L的黄色吉利出租车、陕AD86217的绿色比亚迪出租车、陕A16D0Y的黄色吉利出租车去西安市第八人民医院、五二一医院就诊；1月27日20时许乘坐车牌号为陕AD04981的绿色比亚迪出租车去西安交大一附院进行检查，随后被确诊为新型冠状病毒感染的肺炎病例。1.请乘坐过上述交通工具的人员立即联系高新区卫生防疫部门进行登记检查。2.请乘坐过上述交通工具的人员树立自我保护意识，自行居家隔离，如有不适及时去发热门诊医疗机构就医。西安高新区防控指挥部，电话：029-81150215；029-81162234。（人民日报记者龚仕建） 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gbknadm6rlj20rs0rsh5a.jpg,无,无,2020-02-04 20:33,微博 weibo.com,6348,2106,1035
IsFSL6qEm,【#内蒙古40余人防疫不力被通报#】据内蒙古纪委监委，因防控疫情工作不力，内蒙古兴安盟、锡林郭勒盟、鄂尔多斯市、阿拉善盟等地有40余人被通报。欢迎社会各界、广大人民群众如实反映、积极提供在疫情防控工作中的违纪违法问题线索。内蒙古自治区纪委监委举报电话：12388。 防控疫情工作不力，内蒙古又有40余人被通报！  ,,无,无,无,2020-02-04 20:26,微博 weibo.com,175936,2830,9502
IsFMT5KDJ,【抗疫一线，江西一#民警被颁强制休息令#】疫情发生后，@宁都公安 大沽派出所民警彭程放弃休假，连续九天坚守防疫一线，因劳累过度感冒发烧，经诊断为普通感冒发烧后，他打完点滴略作休息，便带上感冒药重返岗位。宁都县公安局党委获悉后，对其作出“强制休息至病愈”的决定。一线抗疫英雄们，请一定照顾好自己！http://t.cn/A6P8bwdQ [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gbkmnvhneqj20rs0kudhe.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbkmnvgaidj20pw0h7t9k.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbkmnvj4r3j20u00k0q5p.jpg",无,无,2020-02-04 20:11,微博 weibo.com,11408,477,979
IsFJ20EXU,【#哈尔滨所有小区封闭管理#：#确诊疑似病例小区需挂牌#】4日晚，哈尔滨市应对新型冠状病毒感染肺炎疫情工作指挥部发布公告，即日起，对已发生确诊病例、疑似病例的小区、村屯要实行挂牌管理，禁止人员和车辆出入。同时，全市所有居民小区、村屯、单位实行封闭管理，禁止外来人员和车辆进入。除居家隔离家庭以外，每户家庭原则上每两天1人外出。全市城区内道路全天24小时对载客汽车实行限制通行，除公交车、出租车、特种车辆以外，全部采取日期尾号通行管理措施，每天只允许2个数字尾号车牌的载客汽车通行。参与疫情防控、医疗救护、应急救援、生产生活保障的人员车辆，可凭工作证件或证明文件通行，具体措施由市公安交管部门对外公布。公告如下：一、呼兰区、阿城区、双城区三区和九县（市）进一步加强人员流动管控。对外地进入人员，采取48小时集中隔离；对本区县（市）返回人员，采取48小时居家隔离；出本区县（市）人员，出城前必须进行体检，由区县（市）指定医院提供健康证明方可外出。二、对全市所有居民小区、村屯、单位实行封闭管理，禁止外来人员和车辆进入。严格控制居民出行，每户家庭（居家隔离家庭除外）要有计划安排家庭成员外出采购生活物资，原则上每两天1人外出（除疫情防控、生病就医、正常上班等人员外）。快递、外卖实行无接触配送。原则上每个小区、村屯只保留一个出入口，本小区、村屯、单位人员出入须登记测温，一旦发现发热人员，立即由专业医护人员组织送往发热门诊。三、对已发生确诊病例、疑似病例的小区、村屯在显著位置挂牌，实行挂牌管理，组织消杀，禁止人员和车辆出入。各区县（市）应对疫情工作指挥部可结合实际，对单个楼梯单元、单栋楼体或整个小区、村屯实行挂牌、封闭，并负责具体组织实施。四、全市城区内道路全天24小时对载客汽车实行限制通行，除公交车、出租车、特种车辆以外，全部采取日期尾号通行管理措施，每天只允许2个数字尾号车牌的载客汽车通行。参与疫情防控、医疗救护、应急救援、生产生活保障的人员车辆，可凭工作证件或证明文件通行（具体措施由市公安交管部门对外公布）。五、对需隔离观察人员，严格落实管控措施，登记造册，对拒不配合或违反隔离相关规定的人员，依法采取强制措施。六、发动各方力量劝导广大群众少出门、少上街、不串门、不聚会，“红事”“白事”从简，并提前报社区、村委会备案，对拒不听从工作人员管理劝阻、聚众闹事的，由当地公安部门依法依规采取强制措施。七、各区县（市）要严格落实属地管理责任，实行街长、网格长、楼长、屯长包保责任制，进一步做好社区、居民单元楼及村屯的封闭式管理，保障好居民日常生活；当地公安派出所要全力配合，切实维护好治安秩序；各街道办事处、乡镇及社区、村委会要有序动员群众加强自我管理。各小区物业企业要切实履行服务管理职责，协助做好小区封闭管理和公共区域的消毒保洁工作。八、落实出租房屋管理责任，加强对承租人员的管控和及时报告，如出租房屋发生疫情而未及时报告，将依法追究房屋出租主体单位或个人责任。九、建立疫情防控有奖举报制度，由各区县（市）应对疫情工作指挥部组织实施。十、各区县（市）可根据本公告，结合实际进一步作出相关规定。本公告自颁布之日起施行，解除日期另行通知。（人民日报记者方圆） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45gy1gbkmdxqu33j20ob0obk0y.jpg,无,无,2020-02-04 20:02,微博 weibo.com,248240,5995,20439
IsFzZaeIp,【#交警远程监控喊阿姨戴口罩#】走在马路上，被高音喇叭点名要求戴口罩是什么体验？戳视频感受↓↓新华视点的秒拍视频  ,,无,无,无,2020-02-04 19:39,微博 weibo.com,79131,3427,4017
IsFqfrACL,【长春一#确诊病例瞒报致5人感染被立案#侦查】2月2日，长春市公安局朝阳区分局对王某某（男，50岁，已确诊为新型冠状病毒感染的肺炎病例并送至指定医院医治）涉嫌以危险方法危害公共安全罪立案侦查。经查，王某某系武汉某医药公司职工，1月19日回长探亲后，未向社区报备，不主动居家隔离，在其出现发热咳嗽等症状3次就医时，故意隐瞒在重点疫区工作生活经历和返长行程事实，欺骗就诊医生，且多次主动与他人密切接触、就餐，现已导致5人直接感染、多人封闭隔离观察，造成严重后果。目前，案件正在进一步侦办中。警方正告，广大市民要严格遵守疫情防控法律法规，做到“早发现、早报告、早隔离、早治疗”，切实对自己、家人和他人的生命健康负责。（李家鼎） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gbkl1illb0j20u00witav.jpg,无,无,2020-02-04 19:15,微博 weibo.com,21671,1168,2830
IsFnTcI2L,【#黑龙江查扣假冒伪劣口罩2万余个#】据黑龙江政府新闻发布会，截至目前，黑龙江各级公安机关食品药品和环境犯罪侦查部门共查扣假冒伪劣口罩24679个、过期医用手套50000副。此外，黑龙江还对全省13个市地开展严厉打击野生动物交易执法督查工作，已立刑事案件5起、抓获犯罪嫌疑人10名。http://t.cn/A6P8P3Go [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45gy1gbkkvqf4ofj20jg0eldgr.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gbkkvpwo6vj20jg0eldgl.jpg",无,无,2020-02-04 19:10,微博 weibo.com,30590,651,2558
IsFfwj0Y2,#寻找染病车船飞机乘客#【紧急扩散！河北#唐山公布确诊病例行程轨迹#】根据河北省卫健委公布的新型冠状病毒感染的肺炎疫情，截至2月3日24时，唐山市累计新型冠状病毒感染的肺炎确诊病例11例，其行程轨迹已摸清。现将11例确诊病例行程轨迹公布如下：第一例：男，39岁，武汉市人，春节前从武汉返唐探亲。1月18日早乘坐Z38次车到达北京西站，拼车返回迁西县。1月22日到迁西县人民医院就诊，27日确诊。第二例：女(第一例患者妻子)，37岁，武汉市人，行程轨迹与第一例患者一致。1月27日到迁西县人民医院就诊，28日确诊。第三例：男，32岁，唐山市路南区人，天津动车客车段职工，与同事接触感染。1月18日、21日、22日分别乘坐D6733次、K28次、G381次车往返于天津与唐山。23日上午曾到万达购物广场地下瑞莎超市购物，24日曾到唐山市妇幼保健院（建设路院区）带女儿就诊。27日上午到唐山市工人医院就诊，28日确诊。第四例：男，49岁，唐山市路北区人，曾与武汉来唐人员接触。1月18日往返于新天地美域与常新楼之间，19日在小区内活动。28日晚到华北理工大学附属医院就诊，30日确诊。第五例：女（第四例患者妻子），48岁，唐山市路北区人。1月26日至28日，曾到心悦大药房、翔宇超市购物。28日到华北理工大学附属医院就诊，30日确诊。第六例：女（第四、第五例患者女儿），25岁，唐山市路北区人。1月18日由北京返唐。27日晚曾到华润万家超市火车站店购物，29日上午到心悦大药房购买消毒用品。29日晚实行集中医学隔离观察，30日在开滦总医院就诊，31日确诊。第七例：男，56岁，唐山遵化市人。1月13日至18日曾去云南旅游，19日自北京拼车回遵化，22日至26日期间，曾先后到遵化市社区卫生服务中心、西留村乡村卫生所输液。27日到遵化市人民医院发热门诊就诊，30日确诊。第八例：男，47岁，唐山遵化市人，与第七例患者一同去云南旅游并返回遵化。19日至20日先后在遵化市养生馆、汗蒸休闲馆、饭店等地活动，22日至27日在诊所输液。27日晚到遵化市人民医院发热门诊就诊，30日确诊。第九例：女(第八例患者母亲)，79岁，唐山遵化市人。1月26日至27日在诊所输液。29日中午到新城区医院就诊，30日转至遵化市人民医院隔离治疗，2月1日确诊。第十例：男，45岁，唐山遵化市人，曾与第八例患者聚餐。1月23日至30日先后到个体卫生所和港陆医务室输液。30日晚到遵化市人民医院发热门诊就诊，2月1日确诊。第十一例：男，50岁，唐山遵化市人，曾与第八例患者聚餐。1月30日曾自驾车前往唐山工人医院就诊，当晚又前往遵化市人民医院发热门诊就诊，2月1日确诊。为了您的健康，根据传染病防治有关规定，现提醒同乘和同场地活动人员采取以下防护措施：1.请同乘和同场地活动人员第一时间主动与所在地卫生健康部门联系，配合做好医学观察；若出现发热、干咳、乏力等症状，及时到就近发热门诊就诊。2.同乘和同场地活动人员需立即隔离观察14天（自同乘和同场地活动之日算起），请佩戴口罩，避免与他人接触；同乘和同场地活动人员家人也需做好个人防护措施。3.同乘和同场地活动人员外出就医须佩戴口罩，不要乘坐公共交通工具前往医院。（人民日报记者史自强） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gbkkacupj5j20rs0rsh5a.jpg,无,无,2020-02-04 18:49,微博 weibo.com,49466,3534,7424
IsFd6wdUw,【好消息！湖北#黄冈首例患者治愈出院#】2月4日，经过山东医疗队与当地的共同努力，黄冈市大别山区域医疗中心首例新型冠状病毒肺炎患者治愈出院。患者是名21岁的年轻女性，湖北省黄冈市团风县人，入院后经过近8天救治，目前发烧、咳嗽等临床症状已完全消失。经过两次严格的核酸检测，结果呈阴性，并且患者自身没有任何不适的感觉，经过评估已达到了出院标准。http://t.cn/A6PQC4QR ,,无,无,无,2020-02-04 18:43,微博 weibo.com,17028,795,1270
IsF8caMtW,【速看！#小区有人感染怎么办#？】坐电梯有感染风险吗？附近街区有确诊病例，使用公共厕所还安全吗？回家后对衣物怎么消毒？#社区防疫指南#↓↓↓有用，转存！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gbkjrhp3gsj20u01dxn4m.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbkjrhmi16j20u012mdjx.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbkjrhynycj20u012p0xk.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbkjrhp1dlj20u01a8jxw.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbkjri6oc7j20u012kn1e.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbkjrhxusqj20u011u43d.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbkjrhwatej20u011utdm.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbkjri1jg0j20u011oae5.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbkjrhzkh6j20u018n79z.jpg",无,无,2020-02-04 18:31,微博 weibo.com,3811,4667,646
IsF0kB4bm,【正在直播！#探访武汉方舱医院#】2月3日晚，武汉市在江汉区、武昌区和东西湖区建设“方舱医院”，用于收治新型冠状病毒感染的肺炎轻症患者。这三处“方舱医院”， 位于武汉国际会展中心、洪山体育馆、武汉客厅。人民直播带你了解“方舱医院”。 人民日报的微博视频 .  ,,无,无,无,2020-02-04 18:12,微博原生直播,127480,2608,3597
IsEW46N9d,【武汉#金银潭医院院长获记功奖励#】武汉人社通报，为表彰张定宇同志的先进事迹，激励全市各条战线特别是医疗卫生系统的工作人员不忘初心、牢记使命，勇于担当、迎难而上、共克时艰，在打赢疫情防控阻击战中发挥重要作用，经研究决定，给予张定宇同志记功奖励。致敬！  [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gbkitqbw87j20h80nxdhn.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbkitq0cq9j20hx0nywhb.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbkitq8kgtj20i30nqwfs.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbkiwfn70hj20h60djdt9.jpg",无,无,2020-02-04 18:01,微博 weibo.com,42375,1917,2418
IsELiiRWe,【#李兰娟公布两种抑制病毒药物#】据长江日报，4日，中国工程院院士、国家卫健委高级别专家组成员李兰娟团队，在武汉公布治疗新型冠状病毒感染的肺炎的最新研究成果。根据初步测试，在体外细胞实验中显示：（1）阿比朵尔在10～30微摩尔浓度下，与药物未处理的对照组比较，能有效抑制冠状病毒达到60倍，并且显著抑制病毒对细胞的病变效应。（2）达芦那韦在300微摩尔浓度下，能显著抑制病毒复制，与未用药物处理组比较，抑制效率达280倍。http://t.cn/A6PQEwog 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gbki4vvmmoj20go0ciabc.jpg,无,无,2020-02-04 17:35,微博 weibo.com,32281,2867,2825
IsEI1krU6,#寻找染病车船飞机乘客#【紧急扩散！急寻#1月22日和25日C5749C5748乘客#】据@健康成都官微 ，成都市在乘坐以下交通工具的旅客中发现确诊的新型冠状病毒感染的肺炎患者，目前患者已隔离治疗。以下同乘人员均为密切接触者，需要接受医学观察。按照《中华人民共和国传染病防治法》规定，请以下同乘人员不要外出，立即与辖区疾病预防控制中心联系。若接到卫健部门通知，请积极配合接受医学观察。赶赴医学观察途中，不要乘坐公共交通工具，如有特殊困难，请电话请求当地疾病预防控制中心给予帮助。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gbkhw6jq2pj20rs0rsh5a.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbkhwa8ccmj20q4060q3h.jpg",无,无,2020-02-04 17:27,微博 weibo.com,4578,882,420
IsEGJfIWW,【@ 所有人！#集聚就是添乱#】疫情防控，远未到可以掉以轻心的时候。为了公共安全，也为了自己的安全，一起承诺：少出门，不侥幸，不串门，不集聚！  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gbkhjdg0gsj20u01hc134.jpg,无,无,2020-02-04 17:23,微博 weibo.com,7790,1887,1117
IsEFa0GsC,#广东最小确诊病例仅10月大#【#广东新确诊16例累计813例#】截至2月4日12时，全省累计报告新型冠状病毒感染的肺炎确诊病例813例。4日0-12时全省新增确诊病例16例。新增确诊病例中，广州市8例、湛江市3例、佛山市3例、深圳市2例。另有疑似病例199例。有2999名密切接触者正在接受医学观察。　　累计报告确诊病例中，深圳市271例、广州市224例、珠海市64例、佛山市49例、东莞市37例、中山市31例、惠州市29例、汕头市18例、湛江市18例、阳江市12例、肇庆市10例、梅州市9例、清远市8例、江门市6例、韶关市6例、揭阳市6例、汕尾市5例、茂名市5例、潮州市4例、河源市1例。男性394例，女性419例，年龄介于10月龄-86岁之间。　　截至2月4日12时，在院的791例确诊病例中，危重26例，重症60例，普通型705例。新增出院2例，累计出院22例。无死亡病例。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gbkhp4qeqkj20u00witav.jpg,无,无,2020-02-04 17:19,微博 weibo.com,3709,155,578
IsEElaP1n,【#卫健委回应疫情拐点#】国家卫健委医政医管局副局长焦雅辉表示：“我相信，只要我们每一个人都能够按照政府要求的，戴口罩、多洗手、室内常通风，尽量减少不必要的出行和聚会，让居家隔离防控的措施落实到位。在全国都驰援湖北、驰援武汉的医务工作者共同的努力下，我相信拐点的这一天一定会尽早到来。” http://t.cn/A6PQ8qif ,,无,无,无,2020-02-04 17:17,微博云剪,4306,244,938
IsEzJ8wVL,【好消息！#武汉2例危重患者治愈出院#】在重症病房救治28天后，57岁的危重型新冠肺炎患者李婆婆，又“活了过来”。2月4日，家人将已确认符合出院标准的她从武汉大学人民医院重症医学科接出，出院回家隔离恢复。此前一天，同样是因新冠肺炎导致呼吸衰竭的62岁的陈婆婆，住院18天后也从该院重症医学科二病区痊愈出院。（程远州） [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45gy1gbkhays6yzj21400u0npg.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gbkhaw25qzj20u01407wi.jpg",无,无,2020-02-04 17:06,微博 weibo.com,77158,1716,3798
IsEtWrDsR,#废弃口罩如何处理#【浙江开化：#5个废弃口罩换1块肥皂# 有效减少口罩乱扔现象】为防止口罩乱扔造成二次污染，浙江衢州开化县苏庄镇尝试在农村利用垃圾兑换超市上门实行废弃口罩换肥皂，有效减少口罩乱扔现象。五个口罩可兑换一块肥皂，由全村党员负责废弃口罩的处理工作，每天分组分批主动上门兑换。http://t.cn/A6PQHHow ,,无,无,无,2020-02-04 16:52,微博 weibo.com,500606,7531,13964
IsEpUbGUB,【好消息！#感染新冠病毒孕妇成功分娩#】近日，华中科技大学附属协和医院西院妇产科为一名感染新型冠状病毒肺炎的孕妇顺利娩下7斤2两的男宝宝。产妇娩后状态良好，男婴身体健康。据协和西院妇产科陈辉教授介绍，孕妇为特殊人群，一旦感染，需尤为重视。此例感染新型冠状病毒肺炎的产妇经阴道分娩的成功经验，对全国其他医院开展疑似或感染新型冠状病毒肺炎孕妇的治疗具有借鉴意义。（湖北之声） [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gbkgm0sgqoj20fe0bjnao.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbkgm0v50hj20fe0bjwto.jpg",无,无,2020-02-04 16:42,微博 weibo.com,14871,372,1178
IsEpRcbrW,【#国家卫健委口罩使用指南#】①一次性使用的医用口罩：公众在非人员密集的公共场所佩戴；②医用外科口罩：发热或疑似病人、公共交通的司乘人员等在岗期间佩戴；③N95口罩、KN95口罩：公共卫生人员现场调查采样检测使用；公众在人员高度密集的场所也可以佩戴；④医用防护口罩：推荐给发热门诊等医护人员，以及确诊人员佩戴。 http://t.cn/A6PQWgwh ,,无,无,无,2020-02-04 16:42,微博云剪,24857,1667,2605
IsElxu92z,【转存这组#钟南山表情包#，就按钟老说的办！】#听钟南山的话#↓↓送你一组表情包，抗击疫情，一起加油！  [组图共16张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gbkg78c73dg20go0goq5g.gif,http://ww1.sinaimg.cn/large/a716fd45ly1gbkg78ijujg20go0godhy.gif,http://ww1.sinaimg.cn/large/a716fd45ly1gbkg78xraag20go0goacl.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gbkg799aulg20go0gotat.gif,http://ww2.sinaimg.cn/large/a716fd45ly1gbkg792bi9g20go0gotaz.gif,http://ww2.sinaimg.cn/large/a716fd45ly1gbkg78ygskg20go0goacn.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gbkg78hl66g20go0gozme.gif,http://ww4.sinaimg.cn/large/a716fd45ly1gbkg78mjzpg20go0go40r.gif,http://ww1.sinaimg.cn/large/a716fd45ly1gbkg78m8fzg20go0gojtp.gif,http://ww4.sinaimg.cn/large/a716fd45ly1gbkg78o5rfg20go0goju4.gif,http://ww2.sinaimg.cn/large/a716fd45ly1gbkg78p9smg20go0gojts.gif,http://ww1.sinaimg.cn/large/a716fd45ly1gbkg78qamtg20go0go414.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gbkg78rfc5g20go0goacp.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gbkg791kzpg20go0gotav.gif,http://ww4.sinaimg.cn/large/a716fd45ly1gbkg79m43ag20go0gowii.gif,http://ww2.sinaimg.cn/large/a716fd45ly1gbkg791hjbg20go0gotb5.gif",无,无,2020-02-04 16:31,微博 weibo.com,16871,7034,1409
