微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IAqrnj5wp,【#民航局要求继续调减国际客运航班量#，#抵离中国航班客座率不高于75%#】日前，民航局发布通知，现决定进一步调减国际客运航班运行数量。要求#国内每家航空公司至任一国家航线只保留1条#，且每条航线每周运营班次不得超过1班；外国每家航空公司经营至我国的航线只能保留1条，且每周运营班次不得超过1班。在抵离中国的航班上采取严格的防控措施，确保客座率不高于75%。（人民日报记者赵展慧） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gd7kmshs36j21400u0al1.jpg,无,无,2020-03-26 19:49,微博 weibo.com,113171,1723,13848
IAqmvkNZ0,【扩散周知！中央发布《关于#全面加强新时代大中小学劳动教育#的意见》】①根据各学段特点，在#大中小学设劳动教育必修课程#，中小学劳动教育课每周不少于1课时。②家庭要鼓励孩子掌握洗衣做饭等必要家务劳动技能，每年有针对地学会1至2项生活技能。③要把#劳动素养作为高一级学校录取参考#依据。全文↓↓ http://t.cn/A6ZAQynF ,,无,无,无,2020-03-26 19:37,微博 weibo.com,4435,1784,826
IAqhjeDRf,【#中央要求对陆运口岸入境人员集中隔离#：#防控境外疫情经陆路水路输入风险#】26日，中央应对新冠肺炎疫情工作领导小组召开会议，指出境外疫情大流行呈加速趋势。要加强航空口岸疫情输入输出防范。关爱帮扶我在境外公民，为陷入困境人员提供特殊帮助。压实属地责任，加强陆路水路防输入输出工作。除边民和外交、重要经贸科技人员外，对陆运口岸入境人员按规定集中隔离。  http://t.cn/A6ZAYGSv ,,无,无,无,2020-03-26 19:25,微博视频,4597,441,514
IAq96qfjD,【最新数据：#中国以外新冠肺炎384434例#，美国69171例】截至北京时间3月26日12时，除中国外，197个国家和地区累计确诊383722例新冠肺炎，“钻石公主”号邮轮712例。转发关注#新冠肺炎疫情全球走势#。  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gd7jbs52j2j20u023oe82.jpg,无,无,2020-03-26 19:04,微博 weibo.com,4654,639,1016
IAq0hpqfR,【#西班牙一日新增8578例新冠肺炎#，#西班牙累计确诊病例超5万#】据西班牙卫生部26日公布的数据，西班牙较前日新增新冠肺炎确诊病例8578例，新增死亡病例655例，累计确诊病例达56188例，其中4089人死亡，7015人治愈出院。#西班牙延长国家紧急状态#至4月12日零时。（人民日报记者姜波）  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gd7io9nwzzj20ob0obk0y.jpg,无,无,2020-03-26 18:43,微博 weibo.com,3616,200,554
IApYEE5qY,【#俄罗斯版火神山医院#来了！】为弥补医院传染病床位不足的短板，#俄罗斯效仿火神山雷神山经验#，在莫斯科新城区科穆纳尔卡紧锣密鼓地兴建专门用于收治新冠肺炎患者的医院，施工正昼夜不停地进行。该医院预计今后几周之内能够竣工并投入使用。此外，俄罗斯副总理还表示：“我们认真研究了中国人的经验，看他们是怎么建（方舱医院）。”俄罗斯还出版了俄文版抗疫科学指南，该指南是依据中国医务人员从2019年底到2020年初的临床经验写成的。（人民日报记者张光政） [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gd7ik4pwwcj218g0tlx6p.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gd7ik98gtlj218g0tlx6p.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gd7ik8epgjj218g0tlu0x.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gd7ik7y562j218g0tlnpd.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gd7ik697g4j218g0tle81.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gd7ijzrqk2j218g0tlb2a.jpg",无,无,2020-03-26 18:39,微博 weibo.com,49330,1254,2445
IApUBtmpO,【#国防部敦促美方停止网络窃密活动#：#在网络安全问题上美方是全球最大窃密者#】26日的国防部发布会上，有记者提问：有媒体报道，美中情局黑客组织“APT-C-39”对华进行了长达11年的网络攻击和渗透，包括航空航天、科研机构、大型互联网公司以及政府机构等多家单位均受到影响”。请问对此有何评论？发言人任国强表示：长期以来，美国违反国际法和国际关系基本准则，对外国政府、企业和个人实施大规模、有组织、无差别的网络窃密、监控和攻击，是国际社会公认的惯犯。从“维基解密”、“斯诺登事件”、“瑞士加密机事件”到此次的360公司有关报告，事实一再证明，在网络安全问题上，美方是全球最大的窃密者。我们再次强烈敦促美方立即停止对中方进行网络窃密和攻击活动，还中国和世界一个和平、安全、开放、合作的网络空间。 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gd7iateqdsj20is0dm10p.jpg,无,无,2020-03-26 18:29,微博 weibo.com,6980,781,763
IApJa1Bcj,【#浙江所有入境人员隔离14天#，#浙江推行国际版健康码#】据@浙江发布 ，对来自所有国家（地区）入境人员，一律采取14天集中隔离医学观察措施。没有生活自理能力的，经当地卫生健康主管部门鉴定后，可实施人员陪护。入境来浙人员，全面推行“健康码”国际版应用。  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gd7hh97avjj20ob0obk0y.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gd7hhix78fj20vg0jwti9.jpg",无,无,2020-03-26 18:01,微博 weibo.com,3845,242,618
IApDmFKht,【#伊朗累计确诊升至29406例#，#伊朗全国近六成人口受检#】 伊朗卫生部3月26日宣布，过去24小时，伊朗新增新冠肺炎确诊病例2389例。目前该国累计确诊29406例。（人民日报记者曲翔宇）  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gd7h2p098vj20ob0obk0y.jpg,无,无,2020-03-26 17:46,微博 weibo.com,10283,285,768
IApqQbNTr,【今日18时起，#入境上海全部人员一律隔离14天#】@上海发布 ：为进一步做好防控境外疫情输入工作，上海市新冠肺炎疫情防控工作领导小组办公室决定，自3月26日18时起，对入境来沪的全部人员，一律实施为期14天的隔离健康观察（对入境的外交人员和从事重要经贸、科研、技术合作的人员，另有规定的按规定执行）。各区、各有关部门要严格落实联防联控责任，严防境外疫情输入。 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gd7g6e3e1bj20ob0obk0y.jpg,无,无,2020-03-26 17:15,微博 weibo.com,39150,1197,4123
IApnp8MX5,【#德国新冠肺炎累计确诊36508例#，#德国高考仍将按计划举行#】根据德国疾病防控机构罗伯特·科赫研究所最新公布的数据显示，截至当地时间3月26日0时，德国共确诊36508例新冠病毒肺炎感染病例，其中死亡病例198例。较3月25日0时，新增4954例，新增死亡49例。据德媒报道，德国各州文化部长25日召开电话会议，决定暂不取消今年的中学毕业考试。（花放） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gd7fxle30vj20ob0obk0y.jpg,无,无,2020-03-26 17:07,微博 weibo.com,3919,153,581
IApjl3Xxx,【#上海首批205家影院将复市#，#多部热门影片将重新上映#】上海市首批205家影院将于28日起恢复营业。《流浪地球》《哪吒之魔童降世》《战狼2》《中国合伙人》等近20部影片参与首批排片放映。上海市政府新闻发言人尹欣介绍，观众进入影院时需接受体温检测、佩戴口罩、出示“健康码”等。影院方应交叉或隔排售票，场间间隔控制在20分钟以上，确保每个场次放映完毕，有充足时间进行场内消毒。（新华社） [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gd7fn7lefij20fv0m8q5d.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gd7fn7sdkvj20fr0ikqi9.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gd7fn87qtwj20n40ei18f.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gd7fn7xt64j20co08tk19.jpg",无,无,2020-03-26 16:57,微博 weibo.com,5432,364,952
IApfYrUx3,【#湖北返京人员集中观察费用个人负担#】湖北返京人员隔离费用由谁承担？今天下午，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，北京市重点站区管委会副主任、新闻发言人毛军介绍，居家观察和集中观察的费用均为个人负担，接转车辆的费用由政府承担。返京人员统一由各区集中接站，安排车辆护送至各区的集中分散点，再由分散点直接护送到社区，并办理相关进入社区的手续。（北京日报） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gd7fenaok4j20ul0hl4dh.jpg,无,无,2020-03-26 16:49,微博 weibo.com,15279,478,3015
IApb5ys1Z,【#湖北正在重启#！#湖北孝感火车站恢复运营#】25日零时起，湖北除武汉外有序解除离鄂通道，恢复办理湖北省境内除武汉市17个铁路客站外的到达和出发业务，人民日报记者正在探访恢复运营的孝感火车站，现场直播↓↓共同关注！ 人民日报的微博视频 .  ,,无,无,无,2020-03-26 16:37,微博原生直播,4576,935,532
IApaxhbtN,【北京通报1例境外输入病例情况：男子#在英国外出未戴口罩抵京后确诊#】3月26日，北京市疾控中心副主任庞星火介绍了1例典型输入病例。赵某某，男，42岁，中国香港籍，职员。3月9日至15日在英国伦敦某酒店居住，期间偶有外出至餐厅用餐，在当地未采取佩戴口罩等防护措施。3月15日由英国伦敦出发，经台北转乘BR716航班飞往北京，3月17日抵京，经过海关检疫至集中隔离点进行医学观察。3月23日晚出现发热等症状，3月24日由120急救车转运至小汤山医院就诊，当日采集标本进行新型冠状病毒核酸检测，结果为阳性。结合境外史、肺部影像、血液检查等其他诊断依据，3月25日诊断为确诊病例，临床分型为普通型。http://t.cn/A6ZAvPOw ,,无,无,无,2020-03-26 16:35,微博 weibo.com,10636,190,962
IAp6E8NPT,【#耿爽批蓬佩奥污名化中国用心险恶#】美国国务卿蓬佩奥再次将新冠病毒称为“武汉病毒”。对此，外交部发言人耿爽表示，中方多次指出，新冠病毒溯源问题是个复杂的科学问题，世界卫生组织和国际社会都明确反对将病毒同特定的国家和地区相联系，反对借此搞污名化。然而，这个美国政客却执意逆国际共识而动，继续对中国搞污名化，诋毁抹黑中国的抗疫努力，企图借此转移视线，转嫁责任，用心极其险恶。耿爽指出，当前新冠肺炎疫情肆虐全球，美国国内的疫情日益恶化，如果这个时候还不把精力用于自己本国的疫情防控，用于为国际抗疫合作营造气氛，反而一再地挑起政治争端，破坏国际抗疫合作，这种政客还有什么道德可言。http://t.cn/A6Zwspsb ,,无,无,无,2020-03-26 16:26,微博 weibo.com,9405,746,1290
IAp0viyK0,【山东#青岛新增2例境外输入病例#】2020年3月26日0-12时，山东省无新增境外输入疑似病例，青岛市新增英国、法国输入确诊病例各1例。累计报告境外输入确诊病例12例，均在定点医院隔离治疗。@健康山东  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gd7eas03qqj20sg0fldlf.jpg,无,无,2020-03-26 16:11,微博 weibo.com,2001,197,577
IAoWUd9er,【#人民直播#：#湖北介绍稳岗就业复工复产情况#】今天下午四点，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第56场新闻发布会，介绍宜昌市、襄阳市稳岗就业和有序复工复产情况，并回答记者提问。@人民日报 正在直播，一起关注！ 人民日报的微博视频 .  ,,无,无,无,2020-03-26 16:02,微博原生直播,2726,194,343
IAoTRkmkR,【美到窒息！#雪后八达岭#】3月26日，#八达岭景区降雪#。今早，@延庆警方 八达岭派出所女子警队吴婧轩在城上巡逻时拍的美图↓↓  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gd7dtmyu4oj20sg0lcthr.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gd7dtmky4sj20j60ee784.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gd7dtmpnz2j20j60ee0yg.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gd7dtmubylj20j60pctfz.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gd7dtmjslbj20j60eewhl.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gd7dtml057j20j60eewig.jpg",无,无,2020-03-26 15:54,微博 weibo.com,6298,1564,958
IAoRSpLjT,【商务部：#超市商场等复工率超90%#、#餐饮业复工率达80%#】3月26日，商务部服贸司司长冼国义在新闻发布会上介绍，截至3月22日，大型农产品批发市场平均复工率达97%，大型超市96%，农贸市场（菜市场）94%，百货商场（购物中心）90%。截至目前，餐饮、住宿、家政企业的复工率分别达到80%、60%、40%左右。#复工复产保卫战#（人民日报记者刘杰） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gd7dovqiq8j218b0q14ia.jpg,无,无,2020-03-26 15:49,微博 weibo.com,2944,209,507
IAoKocNPl,【3月29日起，#首都机场多家航空公司转至大兴机场#】从3月29日起，首都机场多家航空公司将转场至大兴机场运营。其中，厦航MF、重庆航OQ、东海航DZ在3月29日全部转场至大兴机场运营；东航MU部分航班在3月29日和4月26日分两次转场至大兴机场运营，南航CZ部分航班在4月12日转场至大兴机场运营，东航和南航均保持两场共同运营。受疫情影响，#近期部分航班可能变更或取消#。首都机场提醒旅客在出行前，务必确认出发或到达机场的航班信息。（赵展慧） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gd7d55692qj21400u0al1.jpg,无,无,2020-03-26 15:31,微博 weibo.com,9311,178,996
IAoBCwQYj,【境外输入压力仍然很大，#国家卫健委提醒做好持久防控准备#】国家卫生健康委新闻发言人、宣传司副司长米锋介绍，目前#已有23个省份报告境外输入病例#，防控疫情扩散的压力很大，要做好更加持久的防控准备。 人民日报的微博视频  ,,无,无,无,2020-03-26 15:09,微博云剪,31981,1004,2709
IAoxSw3R5,【#人民直播#：#国务院联防联控机制发布会#】国务院联防联控机制于3月26日15时召开新闻发布会，介绍水利保障疫情防控和复工复产工作情况，请水利部相关司局负责人回答媒体提问。@人民日报 现场直播↓↓一起关注！ 人民日报的微博视频 .  ,,无,无,无,2020-03-26 15:00,微博原生直播,2964,240,349
IAo7PpPAh,【这一刻久违了！#武汉重启中#】3月25日，武汉市部分公交线路恢复运营，地铁也定于28日开始恢复，4月8日武汉即将开启离汉通道。武汉，正在重启！长江日报的微博视频  ,,无,无,无,2020-03-26 13:56,微博 weibo.com,26309,3749,2615
IAnTpcKEA,【中央指导组专家邱海波：#武汉的新冠肺炎重症治愈率越来越高#】中央指导组专家、东南大学附属中大医院副院长邱海波介绍，现在重症患者的治愈率越来越高了，越来越多的危重型病人转成了普通型的病人，武汉的新冠肺炎病亡率大概在5%，相信这个数据不会再增加了。跟国外的很多国家相比，我们的病亡率是远低于很多国家的。（郑薛飞腾 王翔宇）  http://t.cn/A6ZwJm5K ,,无,无,无,2020-03-26 13:20,微博视频,34399,1156,1614
IAnJVccLq,【再传捷报！#我国可燃冰试采创两项世界纪录#】日前，由自然资源部中国地质调查局组织实施的我国海域天然气水合物第二轮试采取得成功并超额完成目标任务。在水深1225米的南海神狐海域，试采创造了“产气总量86.14万立方米，日均产气量2.87万立方米”两项新的世界纪录，攻克了深海浅软地层水平井钻采核心技术，实现了从“探索性试采”向“试验性试采”的重大跨越，在产业化进程中，取得重大标志性成果。http://t.cn/A6ZwZGrv 原图 ,,http://wx4.sinaimg.cn/large/a716fd45gy1gd78po8sxej20m80gotba.jpg,无,无,2020-03-26 12:57,微博 weibo.com,5739,697,725
IAnEHDpAi,【人民日报任仲平文章：#风雨无阻向前进#】从来没有哪个春天，让我们如此期待。岁末年初，一场新冠肺炎疫情突袭大江南北，举国上下同时间赛跑、与病魔较量，从耄耋院士到“90后”“00后”，医无私，兵无畏，民齐心，党员干部冲锋在前，社区工作者奋战一线，湖北人民识大体顾大局，亿万人民手相牵心相连，14亿中国人民在共克时艰中勇毅前行。历史必将铭记2020年，不仅因为我们经历的磨难，更因为愈挫愈勇的斗志和生生不息的希望。 http://t.cn/A6ZwtcNf ,,无,无,无,2020-03-26 12:44,微博 weibo.com,5105,1762,590
IAnvyk9QT,【中央指导组专家：#会对无症状感染者严格隔离观察#，请大家放心】近日，中央指导组专家、北京朝阳医院副院长童朝晖接受采访时表示，密切接触者里查出来有无症状感染者都按照严格的隔离观察，直到临床症状、CT影像、核酸转阴以后才会出院，大家应该放心。（郑薛飞腾 王翔宇）  人民日报的微博视频  ,,无,无,无,2020-03-26 12:22,微博视频,2925,441,454
IAnk7qUkP,【#入境江西航班发现15名发热等症状乘客#，#江西暂停所有出入境国际客运航班#】3月25日，记者从江西省新型冠状病毒感染的肺炎疫情防控应急指挥部了解到，因3月25日由柬埔寨西哈努克港入境江西的QD704航班发现15名有发热、咳嗽、咽痛、腹泻等症状的乘客，按照《中华人民共和国传染病防治法》和《江西省进一步防范境外疫情输入操作规程》，自2020年3月26日零时起，暂停所有出入境江西省的国际客运航班，暂停期14天，便于对3月25日QD704航班的所有人员身体状况进行排查，对具有症状的乘客进行治疗。航班复航时间，14天后视疫情防控需要另行通知。（王丹） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45gy1gd76vj6bprj20ob0obk0y.jpg,无,无,2020-03-26 11:53,微博 weibo.com,194153,3871,10437
IAnec8Syz,【#全国累计境外输入超过500例#】截至3月25日24时，累计报告境外输入确诊病例541例，防控不松劲！  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gd76gbm9bbg20k00x2tkk.gif,无,无,2020-03-26 11:39,微博 weibo.com,7781,532,1130
IAn8Ly7aq,【#境外输入确诊病例90%持中国护照#，其中40%是留学生】外交部副部长罗照辉介绍，中国境外输入的确诊人群中90%持中国护照，其中40%是留学生。这些数字说明旅行的安全风险很大，希望留学生和家长认真权衡利弊，做出正确的选择。当前形势下，留在当地可以避免长途回国时交叉感染，或因中转国家边控措施而中途受阻，也可避免对学业、签证的影响。 http://t.cn/A6Zwv4Wa ,,无,无,无,2020-03-26 11:25,微博云剪,164850,57849,30185
IAmZdmTM8,【无接触式作业框、错峰上下学…看杭州#校园如何保证复学有序进行#】晨检如何快速进行？每日如何统计全校师生的健康情况？学生在校内用餐如何避免聚集…复学后，这些恐怕是家长们最关心的问题。记者来到杭州市胜利实验学校，看目前校园都做了哪些疫情防控和应急处置工作↓ ↓  人民日报的微博视频 .  ,,无,无,无,2020-03-26 11:02,微博原生直播,4631,340,595
IAmPNcjmq,【#中国已向5国派出7批专家组#】国新办新闻发布会上，外交部副部长罗照辉介绍，从2月27日向伊朗派出首支医疗专家组以来，中国已向伊朗、伊拉克、意大利、塞尔维亚和柬埔寨5个国家派出7批医疗专家组。 人民日报的微博视频  ,,无,无,无,2020-03-26 10:39,微博云剪,26225,1052,1700
IAmOkaGmz,#福建开学时间#【#福建4月7日高三开学#】据@福建日报 ，26日，福建省教育厅明确，经省委、省政府同意并报教育部备案，全省自2020年4月7日起分类分批、错时错峰开学。其中，高三年级原则上于4月7日先行同步开学；初三年级和中小学（含中职学校、特教学校）除小学一二年级外的其他年级，视高三开学推进及疫情防控情况再分批跟进开学，具体时间和方案按分级管理原则由各设区市或县（市、区）疫情防控工作领导指挥机构批准后实施；高校、小学一二年级、幼儿园具体开学时间另行研究确定。 原图 ,,http://wx4.sinaimg.cn/large/a716fd45gy1gd74m1zlcfj20ob0obk0y.jpg,无,无,2020-03-26 10:35,微博 weibo.com,35339,928,3780
IAmI79NYb,【滴水之恩涌泉相报，#中国已宣布向83个国家和国际组织提供援助#】国新办新闻发布会上，外交部副部长罗照辉介绍，中国政府已经宣布向83个国家以及世卫组织、非盟等国际和地区组织提供紧急援助，包括检测试剂、口罩等医疗物资。#中国已宣布向83个国家提供援助#人民日报的微博视频  ,,无,无,无,2020-03-26 10:20,微博云剪,513879,8543,16207
IAmAvgiLL,【#人民直播#：#中国抗击疫情国际合作情况#】国务院新闻办公室于3月26日10时举行新闻发布会，请外交部副部长罗照辉、科技部副部长徐南平、卫生健康委副主任曾益新、国际发展合作署副署长邓波清介绍中国关于抗击疫情的国际合作情况，并答记者问。@人民日报 正在直播↓↓共同关注！ http://t.cn/A6ZZQCRc . ,,无,无,无,2020-03-26 10:01,微博原生直播,5241,378,271
IAmwDilX0,【正在直播 ：今天，#伊朗包机返成都164人解除隔离#】3月11日，164名中国公民搭乘包机从伊朗德黑兰飞抵成都双流国际机场。经体温检测和健康筛查，164名乘客均无发热症状，全部在定点酒店接受集中隔离。3月26日隔离期满，经相关检验检查后指标合格，164名中国公民今日解除隔离。 人民日报的微博视频 .  ,,无,无,无,2020-03-26 09:51,微博原生直播,4693,232,438
IAmn7frmX,【扎西德勒！#3位西藏援鄂医务人员名单#】即使没有庞大的队伍，但#每个名字都闪闪发亮#！致敬逆行者，辛苦了！  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gd72o0pyawj20rs1t9kal.jpg,无,无,2020-03-26 09:28,微博 weibo.com,23368,1145,1833
IAmbbj0se,【#武汉有了烟火气#】部分区域、公交恢复运营；商场、超市对无疫情小区居民有序开放；返城务工人员陆续增多…被按下暂停键的武汉，逐渐有了日常的烟火气。安全有序流动，继续加油！#复工复产保卫战#  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45gy1gd71sj11cwj20u01rqnpe.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gd71so2w3cj20u01rqqv6.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gd71shegsxj20u01rq4qq.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gd71skjto3j20u01rq7wi.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gd71shk87xj20u01rqnpd.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gd71sh258nj20u01rqb2a.jpg",无,无,2020-03-26 08:59,微博 weibo.com,47572,3849,3427
IAlZOeTfM,【#河北1人境外返回不报备被立案#侦查】记者从河北唐山市获悉，疫情防控期间，唐山市乐亭县公安机关查处1起境外返乐人员未按规定报备拒不执行政府紧急状态下决定、命令案。3月10日，乐亭县周某自加纳返乐后，未能按规定及时向有关部门报备行程。目前，已对周某进行集中隔离，并立案侦查，对与其密切接触者进行居家隔离。同时拟报请市纪委审核批准对包村干部、村干部进行立案审查。（史自强） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45gy1gd710j3ufjj20ob0obk0y.jpg,无,无,2020-03-26 08:31,微博 weibo.com,33474,846,2865
