微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J04zjFomZ,【#彩虹步道承包太湖环湖美景#】近日，江苏省无锡市贡湖湾湿地公园的彩虹步道成为新晋网红徒步路线。彩虹步道由太湖大堤、水韵广场整合改造而成，长约3公里，南临太湖、北接贡湖湾湿地，未来还将增添创意元素，成为马拉松体育公园一部分。一道“彩虹”脚下走，尽览蓝天碧水，承包太湖边最美景色。http://t.cn/A6ZFCVGC ,,无,无,无,2020-05-02 16:42,微博 weibo.com,4146,709,763
J04pOaxt1,【#修车行老板为揽生意在路上放刀片#，已获刑3年半】2019年，上海警方多次接群众举报，称在静安区中山北路、共和新路口附近，有人在非机动车道上放置刀片，多辆电动自行车、残疾车轮胎被戳破，多人因此摔倒受伤。经公安机关查证，该案为离案发地最近一处修车行老板周某某所为。4月30日，上海市静安区法院宣判，判处周某某有期徒刑3年6个月。（巨云鹏、苏双丽） [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gee6gs5l5cj20m80cs405.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gee6grj570j20dg0dxjrr.jpg",无,无,2020-05-02 16:19,微博 weibo.com,6532,413,999
J0494ERyj,【迷人！#珠峰上空出现日晕#】5月1日，珠穆朗玛峰山区上空出现日晕景观。日晕也叫圆虹 ，是一种大气光学现象，日光通过卷层云时，受到冰晶的折射或反射而形成。你见过吗？#珠峰日晕#迷人的珠峰日晕  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gee59xf1fdj20p00fvabx.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gee59xe5jnj20oz0gngot.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gee59xcz0nj20oz0ge0ve.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gee59xdi1pj20oz0hg0vo.jpg",无,无,2020-05-02 15:37,微博 weibo.com,6069,922,979
J04293waJ,【#中国已向16国派出15批专家组#】据世卫组织最新通报，疫情已扩散到213个国家和地区，#全球日新增确诊病例连续一月超6万#例。中国已向16个国家派出15批、共149人的医疗防控专家组。日前，塞尔维亚国防部为中国专家组颁发了象征“保卫国家”最高荣誉的奖章。我们将与国际社会继续合作，共同抗击疫情。 http://t.cn/A6AVkth1 ,,无,无,无,2020-05-02 15:20,微博云剪,1739,293,292
J03ZrwLyA,【卫健委：#新增确诊病例为1月16日以来最低#】2日，国家卫健委新闻发言人米锋表示，5月1日全国新增确诊病例1例，为1月16日以来最低。28个省份和新疆生产建设兵团已连续14天无新增本土确诊病例。今天起，全国所有省份应急响应级别均为二级或以下。五一假期第一天，#部分景区出现人员拥挤并不戴口罩现象#，再次提醒分时预约，错峰出行。 http://t.cn/A6AVDxno ,,无,无,无,2020-05-02 15:14,微博云剪,10561,515,1081
J03TT0UhH,【正在直播：#国务院联防联控机制发布会#】国务院联防联控机制定于15时召开新闻发布会，请江苏省卫生健康委有关负责人和专家等回答媒体提问。@人民日报 正在直播↓↓一起关注！人民日报的微博视频 .  ,,无,无,无,2020-05-02 15:00,微博原生直播,1142,92,85
J03ETFql9,【加油！#国乒假期不休息训练体能#[加油]】劳动节假期国乒没有休息，5月1日，队伍强化体能训练。这个阶段，基础体能与专项体能相结合将成为国乒训练重点。澎湃新闻的微博视频  ,,无,无,无,2020-05-02 14:23,微博 weibo.com,3691,360,517
J03sL2xW1,【正在直播：带你探访#江南烟雨里的无锡太湖#】这个五一小长假，你打算去哪里？无锡太湖热门拈花湾景区，实施达最大核载量30%限流措施。灵山大佛、香月花街等室外景点将照常开放，室内场馆关闭。@人民日报 联动@梨视频 一起现场探访！ 人民日报的微博视频 .  ,,无,无,无,2020-05-02 13:53,微博原生直播,33674,1293,2159
J03bA2Evm,【谢谢你们！浙江台州#45度让路法为受伤孕妇让出生命通道#】5月1日，沈海高速台州段宁向猫狸岭隧道内发生一起五车追尾事故，一名孕妇被弹出的气囊击中腹部。在交警指挥下，车辆自觉向两边45度移动，让出生命通道。十几分钟后，警车就将受伤孕妇送上在高速出口处等候的救护车。交警表示，如果没有车主让行，按照当时拥堵状况，至少需要1小时以上。目前，这名孕妇情况稳定，并无大碍。http://t.cn/A6AVITQN ,,无,无,无,2020-05-02 13:11,微博 weibo.com,14114,514,631
J031UfIIm,【#湖北鼓励为职工周五下午与周末旅游创造条件#】5月1日，湖北省人民政府网站发布了《省人民政府办公厅关于印发支持文化旅游产业恢复振兴若干措施的通知》，提出要落实带薪休假制度，鼓励干部职工分段休假、错峰休假，倡导结合法定节假日安排旅游休假。鼓励有条件的地方和机关企事业单位依法优化调整夏季作息安排，为职工周五下午与周末外出旅游创造有利条件。http://t.cn/A6AchAsi 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gee0h08ko4j20u00dmads.jpg,无,无,2020-05-02 12:47,微博 weibo.com,2110,178,472
J02LqaoyE,【#哈尔滨餐饮服务单位暂停堂食#】5月1日，哈尔滨市应对新冠肺炎疫情工作指挥部办公室向市内各区、县（市）指挥部、市政府各有关部门发出紧急通知。通知要求自2020年5月2日零时起，哈尔滨市经营烧烤、涮串、涮火锅、铁锅炖等餐饮服务单位暂停堂食，重新开业时间视疫情变化另行通知。（央视）  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gedz678yj3j20ob0obk0y.jpg,无,无,2020-05-02 12:06,微博 weibo.com,2279,374,651
J02IwrcGT,#五一气温#【#多地气温破五月上旬历史极值#，你家今天多少度？】据@中央气象台 ，下图中跳动的小圆圈都是提醒破了5月上旬的历史极值↓↓↓一共123个站，其中43个站的气温超过35℃，看看有你家吗？网友：热得“红红火火恍恍惚惚”   原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gedyynikesg20kw0k9qp0.gif,无,无,2020-05-02 11:59,微博 weibo.com,4486,630,1272
J02BP2bX3,#一分钟营养厨房#【麻辣小龙虾】一场疫情，让全国目光聚焦湖北，各式各样的美食也让人垂涎欲滴。尤其是麻辣鲜香、堪称夜宵灵魂的湖北小龙虾，这几天的直播你get了吗？人间烟火气，最在市集中，一顿夜宵，抚平凡人心。#人民厨房#教你如何做麻辣小龙虾！快戳视频↓转起马住～  http://t.cn/A6AVSFAx ,,无,无,无,2020-05-02 11:43,微博视频,11758,4738,1358
J02cijj2X,【关山度若飞！#驰骋天山脚下的坦克女兵#太帅了】平均年龄不到22岁，他们是新疆军区某装甲团的坦克女兵。组建不到半年，在铁流激荡的野外训练场，他们迎来首次实弹射击考核。一起围观↓↓新华网的秒拍视频  ,,无,无,无,2020-05-02 10:40,微博 weibo.com,6787,1004,968
J01YLFSOS,【#9岁男孩电梯内蹦跳遇故障崩溃大哭# 转发提醒新手爸妈：安全教育不能少！】近日，浙江金华，一名9岁男孩在电梯内蹦跳遇故障大哭。视频显示，男孩独自在电梯里转圈玩耍、蹦跳，并用手猛推电梯门。数秒后，电梯停止运行，男孩急得在电梯里跺脚大哭，其间还不时用脚踹电梯。最终经消防员施救，男孩被救出。http://t.cn/A6AtyW0n ,,无,无,无,2020-05-02 10:06,微博 weibo.com,46117,1522,3960
J01MUhenm,【#北京版你是什么垃圾#来了！你会垃圾分类吗？】5月1日起，新版《北京市生活垃圾管理条例》实施。厨余垃圾、可回收物、有害垃圾和其他垃圾四类分别是哪些垃圾？投放垃圾时有什么要注意？为啥我家门口没配齐4个垃圾桶？遇到转运垃圾混装混运怎么罚？学会垃圾分类，你就是最美劳动者！#让劳动者上头条#  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1geduu9oh8wj20rs1hyk9l.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1geduua2q1jj20rs24ah58.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1geduua0npij20rs1sidy5.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1geduua8w1bj20rs1sik8i.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1geduua20xoj20rs0zldvn.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1geduu9wlg0j20rs0zlh0a.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1geduuavrr0j20rs160kbl.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1geduuarv4fj20rs1607q1.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1geduub67fyj20rs33me81.jpg",无,无,2020-05-02 09:37,微博 weibo.com,55814,16603,4104
J01C2zTep,【人民日报钟声：#甩锅岂能拯救生命#】美国是目前全球疫情最严重的地区，政府应对中出现的种种失误，激起社会各界普遍不满。而美国一些政客为了推卸责任，却玩起了外人都看得明白的障眼法，一边对内罔顾事实地评功摆好，一边对外信口开河地造谣生事。被媒体曝光的那份为共和党参与竞选者围绕疫情攻击中国提供指导的备忘录长达57页，核心目的就一个：“甩锅”。奉劝美方一些政客，漠视生命泯灭人性，饮鸩止渴自食苦果，你们的“甩锅”表演再充分，也只不过是自欺欺人的闹剧。 http://t.cn/A6AVAKio ,,无,无,无,2020-05-02 09:10,微博 weibo.com,4189,632,702
J01uI2zKP,【#世卫组织确信新冠病毒源自自然界#】当地时间5月1日，世卫组织卫生紧急项目负责人迈克尔·瑞安在发布会上表示，已有许多科学家研究了新冠肺炎病毒基因序列，确信其来自自然界。目前重要的是确定其宿主，了解病毒如何打破人与动物间的传播障碍，采取必要的公共卫生预防措施，确保此类情况不再发生。（央视）  http://t.cn/A6AVZ2n8 ,,无,无,无,2020-05-02 08:52,微博视频,3877,563,551
J01l6mdYQ,【#31省区市新增无症状感染20例#】5月1日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者20例（无境外输入）；无当日转为确诊病例；当日解除医学观察12例（境外输入3例）；尚在医学观察无症状感染者989例（境外输入112例）。  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gedt0gh5asj20u01ek7mi.jpg,无,无,2020-05-02 08:29,微博 weibo.com,4249,365,717
J01kjjS5T,【#昨日新增1例境外输入#】#31省区市新增1例新冠肺炎# 5月1日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1例，为境外输入病例；无新增死亡病例；新增疑似病例2例，均为境外输入疑似病例。　　当日新增治愈出院病例43例，解除医学观察的密切接触者650人，重症病例减少1例。　　境外输入现有确诊病例464例（含重症病例7例），现有疑似病例9例。累计确诊病例1671例，累计治愈出院病例1207例，无死亡病例。　　截至5月1日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例557例（其中重症病例37例），累计治愈出院病例77685例，累计死亡病例4633例，累计报告确诊病例82875例，现有疑似病例11例。累计追踪到密切接触者733733人，尚在医学观察的密切接触者7873人。　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者20例（无境外输入）；无当日转为确诊病例；当日解除医学观察12例（境外输入3例）；尚在医学观察无症状感染者989例（境外输入112例）。　　累计收到港澳台地区通报确诊病例1513例。其中，香港特别行政区1039例（出院859例，死亡4例），澳门特别行政区45例（出院37例），台湾地区429例（出院324例，死亡6例）。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gedt01j2lgj20u01ek4qp.jpg,无,无,2020-05-02 08:27,微博 weibo.com,20894,483,1480
J015AuDxD,【#吉林新增1例境外输入病例#：第5次核酸检测才显阳性】据吉林省卫健委，5月1日0-24时，全省新增境外输入确诊病例1例（吉林市）。该境外输入确诊病例系吉林市船营区人，男，2003年出生。4月9日乘坐U693次航班从莫斯科出发，4月10日到达赤塔，乘坐当地政府大巴车当晚抵达满洲里边境。4月11日经海关首次核酸、血清抗体检测，结果均为阴性，当日送至满洲里集中隔离点进行集中隔离医学观察。4月13日进行第二次核酸及血清抗体检测，结果均为阴性。4月23日进行第三次核酸及血清抗体检测，结果均为阴性。4月26日在满洲里解除集中隔离，由吉林省工作组专车转运回吉林市船营区集中隔离点继续进行集中单独隔离医学观察。4月27日进行第四次核酸及血清抗体检测，结果均为阴性。5月1日进行第五次核酸及血清抗体检测，核酸检测结果阳性，血清抗体阴性，当日由120救护车转运到吉林市传染病医院隔离诊治，肺部CT检查有影像学改变，经省、市专家组会诊，诊断为确诊病例。该病例自满洲里返吉，实行“闭环”封闭转运、隔离，无省内自行活动轨迹。与该病例同车转运的密切接触者21人，均在指定地点进行集中隔离医学观察。http://t.cn/A6AcgT5L 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gedrr3mkenj20ob0obk0y.jpg,无,无,2020-05-02 07:51,微博 weibo.com,2206,273,545
J0129w0EG,【#中国劳动者图鉴#】疫情防控阻击战，所有中国人共同参加的战斗！每个劳动者，在各自岗位上埋头苦干、默默奉献。14亿人艰苦卓绝的努力，终换来今天的山河无恙。致敬！  [组图共10张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gedro05qa3j20h251le85.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gedrhrifm9j20l55uu7wj.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gedrhpqeo7j20hq4r0b29.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gedrhr0203j20iq5m4npe.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gedrhrgmulj20ha64a4qr.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gedrhqe89xj20kr57k1ky.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gedrhsonaij20hb5o07wj.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gedrhtfj8oj20h764bu0z.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gedrhtbpvvj20i058rqv6.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gedrhtc2v3j20dm4bekjm.jpg",无,无,2020-05-02 07:42,微博 weibo.com,7343,3115,955
J00ENigNz,"【#美国新冠病毒确诊接近110万#】据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间5月1日晚6时，全美共报告新冠肺炎确诊1098565例，死亡64577例，共检测6551810例。在过去24小时，美国新增确诊31504例，新增死亡1717例。在疫情最为严重的纽约州,1日累计确诊达到308314例,累计死亡23981例。全美确诊上万人的州目前有20个，纽约州、新泽西州、马萨诸塞州、伊利诺伊州和加利福尼亚州确诊人数超过5万。（张梦旭） 原图 ",,http://wx1.sinaimg.cn/large/a716fd45ly1gedpv6dlfzj20ob0obk0y.jpg,无,无,2020-05-02 06:44,微博 weibo.com,4728,414,780
J00Bri25M,【世卫组织：新冠肺炎#疫情继续构成国际关注的突发公共卫生事件#】当地时间5月1日，世界卫生组织总干事谭德塞在例行记者会上宣布，新冠肺炎疫情继续构成“国际关注的突发公共卫生事件”。4月30日，世卫组织紧急委员会再次开会，讨论新冠肺炎疫情态势，紧急委员会一致认为，当前疫情持续，仍构成“国际关注的突发公共卫生事件”。紧急委员会还提出多项防控建议。谭德塞称，他将根据《国际卫生条例》规定，在90天内再次召开世卫组织紧急委员会会议。（张朋辉） 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gedpmy48r8j20nu0ck0x0.jpg,无,无,2020-05-02 06:36,微博 weibo.com,2291,275,370
IFVdTCytQ,【#你好，明天#】今年五一劳动节，#让劳动者上头条#引发巨大关注。结束最长宅家，全面复工复产，许多人感慨：能上班，真好！劳动是人的本质，是衣食之源，更是生活的基石，要确保更多劳动者平稳走出疫情，当下最关键的是保就业、保民生。千千万万“劳动者”不是抽象的概念，他们值得更有尊严的生活。  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gedd406z50j20p018gn5f.jpg,无,无,2020-05-01 23:23,微博 weibo.com,5155,1107,1038
IFV71eet7,【夜读：谁是你随时可以打扰的人】人海茫茫，来来往往，时间和精力有限，你不必把太多人请进自己的生命。珍重那些自然而然地“感恩相遇，不负不欠”，不讨好、不假装，不添堵、不麻烦，相处不累，久处不厌。愿你在别人的生命中如礼物般出现，也愿你珍视生命中每一个礼物般的遇见。 http://t.cn/A6AccXju ,,无,无,无,2020-05-01 23:06,微博 weibo.com,7495,3469,1423
IFUKWw9hP,【#内蒙古大兴安岭林区发生雷电火灾#】5月1日，内蒙古大兴安岭林区额尔古纳国家级自然保护区、伊图里河林业局温河生态功能区发生森林火灾，初判为雷电火。截至1日20时，额尔古纳保护区火场已合围，温河生态功能区森林火灾正在全力扑救中。（人民日报记者 吴勇 张枨） 人民日报的微博视频  ,,无,无,无,2020-05-01 22:12,微博云剪,4402,594,1026
IFUDxCBXo,【#声音里的劳动者十二时辰#】什么是劳动者的声音？是产房里的啼哭声，是ICU里仪器的滴答声；是晨曦里国旗班的踢踏声，是深夜里地铁、汽车的引擎声；是一日三餐锅碗瓢勺的奏乐声，是街道乡村来来往往的脚步声…#让劳动者上头条#，声声响，劳动忙；这个时代里无数劳动者的最强音，值得我们每个人的掌声！http://t.cn/A6AquE2M ,,无,无,无,2020-05-01 21:53,正能量 · 视频社区,3729,937,509
IFUdIC6CK,【这支#北大五四青春MV#，有梦有家国】书写青春的故事，唱响梦想的旋律，不改初心，踏上征程；铭记谆谆的教诲，不负深情的嘱托，不懈前行，砥砺奋进。眼底未名水，胸中黄河月。这首《圆梦新一代》，歌声中是新一代青年的希望、奋斗、理想、担当，且看当代北大青年圆梦新一代的奋斗风采！ http://t.cn/A6At6fRj ,,无,无,无,2020-05-01 20:50,微博 weibo.com,6695,2270,702
IFU2li5Kk,【#致敬节日里的劳动者#，勤劳的他们依旧如常！】在人流如织的风景名胜，在紧张忙碌的医院病房，在时刻出发的消防营地，在重大工程的建设工地，太多的人还在节日里坚守岗位。街边巷尾乃至田间地头，节日里的他们，身影依旧勤劳…随手拍下节日里的劳动者，带话题#让劳动者上头条#发条微博，向他们致敬！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1ged7rwcctgj20rs18ge02.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1ged7rz232pj20rs18gndi.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1ged7s1rvuxj20rs18gqtr.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1ged7s4dnkrj20rs18gaw6.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1ged7s77w1fj20rs18g1kx.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1ged7s9w247j20rs18gtns.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1ged8izt8y9j20rs18g4o0.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1ged8j4enn6j20rs18gkjl.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1ged8j8r766j20rs18g4oc.jpg",无,无,2020-05-01 20:22,微博 weibo.com,6263,1148,954
IFTWk2NzE,【星空慢直播|#带你去赤水竹海云赏流星#】五一假期来了，你出门旅游了吗？足不出户，知名摄影师戴建峰带你仰望竹海星空。五小时慢直播，不仅有星座科普，还有各类摄影技巧送上。别眨眼，流星正在等你许愿！@人民日报 正在直播↓↓转发，一起仰望星空！ 人民日报的微博视频 .  ,,无,无,无,2020-05-01 20:07,微博原生直播,5326,454,1158
IFTUuhIXm,【慢直播|#丽江古城万古楼云赏玉龙雪山#】想去丽江吗？想看玉龙雪山吗？万古楼上有好景：白天，山下青瓦层层，屋檐重重一望天边；夜晚，城内院院灯火、条条小街尽在眼前...带你听一首首歌谣在丽江古城回旋飘响。@人民日报 正在直播↓↓转发，线上收获诗和远方！ 人民日报的微博视频 .  ,,无,无,无,2020-05-01 20:02,微博原生直播,7182,425,794
