微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J91pgBIBG,【腾讯请求查封#老干妈#1624万财产 法院同意】#法院同意腾讯请求查封老干妈#中国裁判文书网显示，广东省深圳市南山区人民法院发布一则民事裁定书，同意原告腾讯请求查封、冻结被告老干妈公司公司名下价值人民币16240600元的财产。裁判文书仅称，腾讯诉老干妈此案是因为服务合同纠纷，腾讯方面暂未披露其他更具体原因。澎湃新闻表示，老干妈与腾讯的交集或在于游戏《QQ飞车》。有游戏行业媒体报道称，2019年4月，QQ飞车手游S联赛春季赛开幕，QQ飞车方面宣布将与国民辣酱品牌老干妈展开合作，老干妈将成为S联赛最新的行业年度合作伙伴，这是老干妈首次与电竞的跨界合作。http://t.cn/A6LsBA85 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/9be419dbly1gga8ljl1yaj20o80gtq78.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gga8ntg7yuj20c80c8wfb.jpg",无,无,2020-06-30 13:12,微博 weibo.com,7856,287,465
J90ARpWk1,【#黄之锋宣布退出港独组织#】乱港分子黄之锋30日在社交媒体上宣布辞去“香港众志”秘书长并退出“香港众志”。乱港分子黄之锋宣布退出“香港众志” 海客新闻的秒拍视频  原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gga53nmppnj20u00k0dmj.jpg,无,无,2020-06-30 11:08,微博 weibo.com,987,93,290
J9081tEWE,"【#被顶替者陈春秀家人哭诉委屈#：那么多人欺负我们一个 太难过 太委屈】#被顶替上学家属回应调查结果# 6月29日夜，山东省发布两起冒名顶替上学问题调查处理及相关情况的通报，46名相关人员被处理。被顶替者陈春秀家人哭诉：“太难过太委屈，那么多人欺负我们一个！” ""所有的人受到处分了，小姑娘的一生也被毁了。""并称已委托律师，准备起诉，“一定要叫他们公开道歉。”http://t.cn/A6LFnRfw ",,无,无,无,2020-06-30 09:56,微博 weibo.com,4073,279,387
J8ZTRfSse,【#美国宣布取消香港特殊相关待遇#】当地时间29日，美国商务部官网发布声明称，已取消对香港的特殊相关待遇，包括暂停出口许可证豁免，并正在进行差别待遇评估。香港特别行政区行政长官林郑月娥30日对此回应称，香港因此受到的影响非常小，“有需要的时候我相信国家也会采取反制措施，由中央在外交层面提出的反制措施如果需要香港特区政府配合，我们一定会全面配合。”http://t.cn/A6Lstqg2 http://t.cn/A6Lsodlz ,,无,无,无,2020-06-30 09:22,微博 weibo.com,26511,1232,2890
J8ZNBjxPc,【#医院科主任收医药企业332万回扣# 部分交科室“团建”】近日，浙江丽水。中纪委国家监委网站刊文，通报了丽水市中心医院原麻醉科主任雷李培犯受贿罪的详情：收受医药企业332万回扣；部分回扣交给科室，留下作为科室活动经费。  澎湃新闻的微博视频  ,,无,无,无,2020-06-30 09:06,微博 weibo.com,767,122,238
J8ZKz1X1T,【#成都打伤男童嫌犯的奶奶下跪道歉#】6月28日，成都打伤男童犯罪嫌疑人张某豪的奶奶来到伤者家下跪道歉。25日晚，8岁男童张某晨乘电梯回家，被张某豪尾随绑到地下停车场打伤。犯罪嫌疑人张某豪因涉嫌故意杀人罪已被警方刑拘。男童张某晨的妈妈告诉记者，没发生命案，双方孩子都是幸运的。你觉得应该接受道歉么？http://t.cn/A6LsGMHW http://t.cn/A6Lk9mCL ,,无,无,无,2020-06-30 08:59,微博 weibo.com,2954,98,476
J8ZrYyYYr,【#31省份新增确诊病例19例# #上海新增1例本土病例#】6月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例19例，其中境外输入病例11例（广东4例，上海3例，四川3例，甘肃1例），本土病例8例（北京7例，上海1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。　　当日新增治愈出院病例9例，解除医学观察的密切接触者458人，重症病例比前一日减少1例。　　境外输入现有确诊病例88例（无重症病例），现有疑似病例1例。累计确诊病例1918例，累计治愈出院病例1830例，无死亡病例。　　截至6月29日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例428例（其中重症病例7例），累计治愈出院病例78469例，累计死亡病例4634例，累计报告确诊病例83531例，现有疑似病例7例。累计追踪到密切接触者762376人，尚在医学观察的密切接触者6809人。　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者4例（境外输入3例）；当日转为确诊病例3例（境外输入3例）；当日解除医学观察4例（境外输入3例）；尚在医学观察无症状感染者99例（境外输入60例）。　　累计收到港澳台地区通报确诊病例1696例。其中，香港特别行政区1203例（出院1105例，死亡7例），澳门特别行政区46例（出院45例），台湾地区447例（出院435例，死亡7例）。 ,,无,无,无,2020-06-30 08:13,微博 weibo.com,36,0,0
J8VH78ZBX,【#山东通报两起顶替上学事件调查结果# 40余人被处理】2020年6月20日，山东省纪委监委机关、省教育厅、省公安厅等部门单位组成工作专班，与聊城市、山东理工大学等有关单位一起，对聊城市冠县陈春秀、东昌府区王丽丽被冒名顶替上学等问题进行了调查核实。因涉陈春秀被冒名顶替上大学问题，陈艳萍、陈巨鹏等29人被处理；因涉王丽丽被冒名顶替上中专问题，陈伟、陈丙苓等16人被处理，1人已被判刑不再追究。>>详情↓ http://t.cn/A6LFJNjF ,,无,无,无,2020-06-29 22:39,微博 weibo.com,2780,492,701
J8VnSevLZ,【#伊朗向特朗普发出逮捕令# 国际刑警组织拒绝协助】俄罗斯卫星通讯社刚刚报道，伊朗希望国际刑警组织协助逮捕美国总统特朗普，但遭到了拒绝。当地时间29日，伊朗司法机构已就伊朗高级将领苏莱曼尼遇袭事件，向特朗普及其他涉及此事件数十人发出逮捕令，并请求国际刑警组织协助。@中国日报网   http://t.cn/A6LFqrK5 ,,无,无,无,2020-06-29 21:52,微博 weibo.com,438,45,126
J8UHLB2OP,【#男友无证驾驶女友求扣人别扣车#：这个人我不要了！】近日，男子陈某因为心疼女友长途驾驶疲惫，便接替女友驾车上高速，中途因超速被温州高速交警拦截。民警发现陈某无证驾驶，其女友这时才知男友没有驾驶证，她说：“别扣我车可以吗？你们把人扣在这里吧，这个人我不要了。”根据法规，陈某将面临两千元以下的罚款，并处十五日以下拘留。@看看新闻KNEWS http://t.cn/A6LkZuW5 ,,无,无,无,2020-06-29 20:08,微博 weibo.com,988,26,119
J8Uwjxhye,【#伊朗向特朗普发逮捕令#】据美联社刚刚消息，伊朗德黑兰检察官29日表示，伊朗已向美国总统特朗普及其他参与袭击伊朗“圣城旅”将军苏莱曼尼的数十人发出逮捕令，并请求国际刑警组织协助。据报道，伊朗方面认为他们实施并参与袭击苏莱曼尼将军。半岛电视台称，目前国际刑警组织没有回应伊朗这一请求。但该媒体认为，国际刑警组织不太可能同意伊朗的请求。2020年1月3日，伊朗伊斯兰革命卫队下属“圣城旅”指挥官卡西姆·苏莱曼尼在伊拉克巴格达国际机场外遭美军空袭身亡。美国随后承认发动了此次空袭。随后，伊朗最高领袖哈梅内伊、总统鲁哈尼、外长扎里夫等相继发声，谴责美国暗杀行动是国际恐怖主义行径，誓言进行报复。@环球网 http://t.cn/A6LFvaL7 ,,无,无,无,2020-06-29 19:40,微博 weibo.com,292,35,93
J8TrNCJmA,【#8岁男童被打嫌犯家属发声#：希望能给孩子一个重新做人的机会】6月25日，四川成都一8岁男孩在电梯内被人绑走并被毒打，在小区地下停车场被找到时，已经浑身是血。据悉，男孩头部及体表多处受伤，由120及时送医救治，无生命危险。打人者母亲表示，希望受害者父母能够给她及孩子一个重新做人的机会。目前，嫌疑人已被当地警方依法刑事拘留，案件正在进一步侦办中。@潇湘晨报 http://t.cn/A6Ldu5vF ,,无,无,无,2020-06-29 16:56,微博 weibo.com,3291,118,541
J8T0Haz2P,"【#中方决定对在涉港问题上表现恶劣的美方人员实施签证限制#】6月29日，外交部发言人赵立坚主持例行记者会。有记者提问，日前美方宣布了对中方有关涉港官员等实施签证限制。中方对此有何评论？赵立坚表示，香港国家安全立法问题纯属中国内政，任何外国无权干涉。中国政府维护国家主权、安全、发展利益的决心坚定不移,贯彻“一国两制”方针的决心坚定不移,反对任何外部势力干涉香港事务的决心坚定不移。美方通过所谓制裁阻挠中方推进香港国家安全立法的图谋绝不会得逞。“针对美方上述错误行径，中方决定，对在涉港问题上表现恶劣的美方人员实施签证限制。”赵立坚宣布。@环球网 http://t.cn/A6Lk0Htc ",,无,无,无,2020-06-29 15:49,微博 weibo.com,679,37,125
J8Rl2uvIw,【福建市长：哪个县#考场没空调就停县长空调#】随着2020年高考日渐临近，考场是否装空调成为关注焦点。在福建省三明市，市长余红胜趁着端午假期之际，走访督查了考场空调安装以及供电保障等工作的落实情况。余红胜再下“硬命令”：“哪个县（市、区）高考中考考场空调没有按时安装到位，就把那个县长办公室空调停掉！”“市属学校高考中考考场空调没有按时安装到位，就把我办公室空调停掉！”余红胜说：“哪怕我们的考生高考中考成绩提高1分，这3000万就花得值得。”#三明市长命令全市考场装空调# http://t.cn/A6LDkYBm 原图 ,,http://wx4.sinaimg.cn/large/9be419dbly1gg8zxcr4olj20dw0a03ze.jpg,无,无,2020-06-29 11:34,微博 weibo.com,7695,91,826
J8QHipl4I,【唐驳虎：全球确诊千万死亡50万，大灾难何时到头？】全球感染数超千万，新冠仍在全球肆虐。那么疫情何时结束？第二波是否会更加猛烈？哪些国家会是下一个爆发点？凤凰网唐驳虎借鉴1918大流感的历史经验，进行了最为直观的解读→唐驳虎：全球确诊千万死亡50万，大灾难何时到头？  [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/9be419dbly1gg8xawsexjj20u00oogo6.jpg,http://ww3.sinaimg.cn/large/9be419dbly1gg8xawye6cj20sg0lc46i.jpg,http://ww2.sinaimg.cn/large/9be419dbly1gg8xaws4i4j20md1pzq6f.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gg8xawv6xjj20u00hon2e.jpg",无,无,2020-06-29 09:56,微博 weibo.com,107,20,26
J8QxxvCqZ,【罕见！#台军证实美军曾在台训练#】去年，美军特种部队公布的部队形象片曾出现一架有台军标志的直升机，疑似美军在台湾与台军举行联合训练。近日，台湾地区防务部门罕见承认美军在台训练。据台媒报道，这是代号“Balance Tamper”的台美特战部队互动协训，双方每年依据双方任务与需求，执行1到2次，由美陆军第1特种作战群，派遣所辖ODA特战分队，来台与台军特战部队，实施共同训练。中国国防部曾多次表态，要求美方恪守一个中国原则和中美三个联合公报规定，停止一切挑衅中国国家主权和领土完整的行为。http://t.cn/A6LDj5g8 原图 ,,http://wx4.sinaimg.cn/large/9be419dbly1gg8wkze7w8j20lx0ce14x.jpg,无,无,2020-06-29 09:32,微博 weibo.com,862,58,189
J8QlJlsXI,【#澳大利亚对华谍报战#】近日，涉港国安法不断推进的消息让一些西方国家坐立不安，澳大利亚就是其中异常活跃的典型。澳情报安全部门对华间谍情报活动的一个主要方式是：通过向中国内地和香港特区派遣间谍人员，进行策反发展和情报搜集活动。澳情报安全部门在驻华大使馆设立了北京情报站，澳方派遣了多名情报人员，这些人员有着外交官的身份，还承担着策反发展人员和情报交联的任务。上世纪八九十年代，中国驻澳大使馆在修建过程中，澳大利亚情报安全部门借机“暗动手脚”。馆舍投入使用后，中国有关部门在检测中发现，建筑内部被澳方安装了大量窃听器材，几乎覆盖了每层楼板，甚至连使馆储藏室也未能幸免，以至于中国政府只能在澳重建大使馆。#澳方窃听曾致中国重建使馆##澳大利亚曾在中国大使馆装窃听器# http://t.cn/A6LDpnWO [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/9be419dbly1gg8vreoypaj20fe0bkmxs.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gg8vreoz5gj20fe0bkwf2.jpg,http://ww2.sinaimg.cn/large/9be419dbly1gg8vws6lraj20dd0a0t8x.jpg",无,无,2020-06-29 09:03,微博 weibo.com,91896,1712,2526
J8Q93z5h0,【#北京新增本地确诊病例7例# 丰台区5例大兴区2例】6月28日0时至24时，新增报告本地确诊病例7例、疑似病例4例、无症状感染者1例；无新增报告境外输入确诊病例、疑似病例、无症状感染者。6月11日0时至6月28日24时，累计报告本地确诊病例318例，在院318例。尚在观察的无症状感染者26例；无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者。新增确诊病例中，丰台区5例、大兴区2例。全市有14个区无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区157天、怀柔区143天、顺义区141天、密云区138天、石景山区14天、门头沟区13天、房山区13天、东城区12天、通州区8天、朝阳区7天、西城区6天、海淀区3天、昌平区3天。#北京新增确诊7例# http://t.cn/A6LDKiaa 原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gg8uw9ej08j20sg0k97b9.jpg,无,无,2020-06-29 08:32,微博 weibo.com,52,8,35
J8MfzydIX,【暖心！#北京确诊外卖骑手获房东减免房租#】日前确诊感染新冠肺炎的北京外卖骑手小孔，目前病情稳定。他的房东韩先生在受访时表示，小孔确诊后几次致电，担心他们被连累，挂念着他们的核酸检测结果。房东韩先生安慰小孔不要自责和顾虑，安心治病，并且考虑到实际情况，减免了小孔住院期间的房租费用。http://t.cn/A6LebgdM ,,无,无,无,2020-06-28 22:37,正能量 · 视频社区,451,21,33
J8LJsihk0,#检察官称收贿赂不办事保证道德底线# 【检察官当庭称：收受贿赂不办事说明工作人员保证了道德底线】6月10日，据中国庭审公开网，一桩虚假诉讼罪庭审现场视频显示，辽宁盘锦大洼区检察院孙旺检察官称：司法机关当中，收受贿赂不办事，正说明司法工作人员保证了道德底线。@澎湃新闻 （ 素材来源：中国庭审公开网）http://t.cn/A6LePMDE ,,无,无,无,2020-06-28 21:17,微博 weibo.com,4721,883,960
J8KZoDLlD,【再一次温馨（？）提示】  原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gg884tn381j207f06s74i.jpg,无,无,2020-06-28 19:24,微博 weibo.com,427,49,115
J8KnxdItJ,【#意大利野生熊袭击旅行者被判死刑#，超1.7万人签请愿书呼吁“刀下留熊”！】CNN6月27日报道，几天前，一头熊在意大利特伦蒂诺北部地区袭击了一对父子。当地时间6月22日，59岁的法比奥·米塞罗尼和他28岁的儿子克里斯蒂安·米塞罗尼在徒步旅行期间遇到了这头熊。克里斯蒂安告诉CNN，起初，这头熊咬住了自己的腿，随后他的父亲跳到熊背上，以帮助他逃脱。接下来，这头熊开始向他父亲发起猛攻。CNN介绍说，根据意大利国家环境保护研究所的规定，袭击人类的熊要被实施安乐死。袭击事件发生后，特伦蒂诺自治省省长毛里齐奥（Maurizio Fugatti）签署了一项捕杀令，允许捕获并杀死这头熊。这样的决定引起不少民众不满。报道称，越来越多的民众呼吁政府在案件情况明朗之前，暂时搁置处置命令。意大利动物权利组织“意大利动物主义者（Animalisti Italiani）”和世界自然基金会（WWF）呼吁当地政府在进行全面调查前应先终止捕杀命令，全面调查应包括父子二人受到袭击前是否有过任何嘲弄举动。报道称，对于这一点，父子二人予以否认。CNN称，截至周六，已有近1.5万人签署了世界自然基金会就此事发起的请愿书，要求当地政府立即终止对这头熊的“死刑”判决。截至发稿前，请愿人数已经超过1.7万。http://t.cn/A6Lgn0ln [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/9be419dbly1gg85cy416tj20j60eojt1.jpg,http://ww2.sinaimg.cn/large/9be419dbly1gg85cy45e5j20j60fqtaa.jpg",无,无,2020-06-28 17:51,微博 weibo.com,596,19,84
J8IKpyxZi,【北京日报：上推特作践祖国？高学历“恨国蛆”必须彻底清理】咒骂国人为“支那蠢猪”，赞美日本侵略者为“老英雄”；一口一个“把你家960万平方千米夷为平地”，言之凿凿“南京是日本的南京”……近日，中国科学院大学学生季某越在推特上发布一系列“恨国”言论，令人发指，引发公愤。面对舆论怒火，国科大迅速发布情况通报，表态正在做进一步调查，并将根据调查结果，依据校规校纪做出严肃处理，后续结果将及时公布。此外，涉事学生也在推特上发布了一则道歉声明。看到这些“毒到骨髓”的辱华恶语，笔者几乎不敢想象这出自同胞之口，而且还是一位名校硕士生。“烽火岁月山河飘摇，苍生蒙难家国难安。”众所周知，日本侵华战争是中国近代史上最黑暗的一页，给中国人民带来前所未有的灾难。尤其是在南京，侵华日军有预谋地展开惨绝人寰的大屠杀，三十多万同胞倒在了刽子手的刀下，尸骨如山，血流成河。然而，这样反人类的滔天罪行，季某越竟称之为“英雄事迹”，还模仿侵华日军口吻以“支那”字眼侮辱国人，此言此举，可以说不仅枉为中国人，也枉而为人。至于一纸道歉声明，实在过于轻飘，套路有余。以一句流行语评之，“如果道歉有用的话，要法律干嘛？”任何一个稍有常识的成年人都应知道，言论须有边界。这个边界，就是伦理道德、法律法规。放眼世界各国，也无一例外对挑战历史严肃、践踏民族尊严等逾越底线行为，以零容忍态度重拳痛击。在德国，行个纳粹礼要坐三年牢；在俄罗斯，侮辱烈士会被判三年监禁。我国同样出台《英烈保护法案》，其中明确规定“宣扬、美化侵略战争和侵略行为，构成违反治安管理行为的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。”对于季某越的道歉声明，广大网友并不买账，有人讽刺他“精日辱国多年，突然洗心革面”是逢场作戏，对此我们不想多加揣测，孰是孰非法律自有裁定，校规严惩也会让他学会做人。辱人者必自辱之。这些年，这种仇视同胞、不惮以最坏恶意攻击祖国的“恨国蛆”时而出现。从厦大硕士洁洁良到出国留学的许某馨，不一而足。颇为蹊跷的是，这些言辞粗鄙、数典忘祖者不少还是高学历者，甚至一边荣誉加身，一边“恨国骂娘”。虽不排除有的是个性极端、有口无德，但这种现象在某种程度上也提醒我们：我们的法律对于辱国言行是否还过于宽松？我们的学校对于爱国教育是否欠缺？国家认同是国民教育中最核心的内容，国家认同严重缺失，再高学历再有本事也是祸害。从这个意义上说，在培养“什么人”使用“什么人”的命题上，我们应该更加重视，拿出更有力的行动。孙中山先生说，做人最大的事情，“就是要知道怎么样爱国”。一个人不爱国，甚至欺骗祖国、背叛祖国，那在自己的国家、在世界上都是很丢脸的，也是没有立足之地的。对于季某越之流，对于那些没有爱国心、没有是非观的“恨国蛆”，必须严惩重罚，让其彻底失去兴风作浪的空间。你怎么看http://t.cn/A6Lg47gH 原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gg7ybl2v7jj20gm0omwh4.jpg,无,无,2020-06-28 13:42,微博 weibo.com,2707,145,652
J8HG7tSSl,成都，中国西部地区最大的城市之一，号称“天府之国”，享有世界最佳新兴商务城市、中国内陆投资环境标杆城市等多个称号。近几年，得益于成熟的产业布局、得天独厚的区位优势以及扎实的技术创新能力，成都电子信息产业得到飞速发展。实现万亿产业目标，看成都如何多措并举大力发展电子信息产业？http://t.cn/A6LdjXR3 原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gg7t97dm5bj20zk0kw44l.jpg,无,无,2020-06-28 10:58,微博 weibo.com,380,61,124
J8H8Au4QM,【教育专家：冒名顶替操作复杂 若没有招生办参与不可能完成】山东陈春秀的高考顶替案尚未平息，日前，又有一位网友苟晶发帖称连续两年高考被顶替，其中1997年顶替者为自己高三班主任的女儿，引起人们关注。中国教育在线副总编辑江爱萍表示：农家女基本上代言了无权无势的社会底层，她是整个社会最弱势的群体。她并不知道（被顶替），很多东西并不知情，其次她也没有勇气和胆量去追究到底，她更没有途径去一追到底。中国教育科学研究院研究员储朝晖表示：顶替事件，事实上不是一个偶然现象，顶替哪一个人是经过精心策划的。找一个什么样的对象来顶替，想顶替的组织实施者是经过挑选的。冒名顶替一事操作复杂，需要顶替方、在读高中、当地招生办和报考大学四方合力。第一就是想顶替的家庭；第二股力量是在高中的学校，很多学校为了提高自己的升学率，把往届的学生用一个应届学生的学籍伪装了，让他去高考；还有一个，如果没有招生办参与，这个事是完全做不成的；接下来就是高校有没有做好严格的审核，如果高校认真起来可能就要推翻招生办的结果，但很多高校不敢得罪招生办。所以现在要查这件事，要从这四个方面同时去查。而要想杜绝冒名顶替现象，需要加大惩处力度，让违法者不敢犯不能犯，最终将这个黑色链条连根拔出。  http://t.cn/A6LrQpbc ,,无,无,无,2020-06-28 09:36,微博 weibo.com,7879,3464,965
