J80odm6tj,【重磅！全球首个新冠灭活疫苗启动国际临床（Ⅲ期）研究】据@CGTN记者团 6月23日，国药集团中国生物宣布其研发的新冠灭活疫苗即将在阿联酋开始国际临床Ⅲ期研究。由于中国疫情已经得到有效控制，不具备临床Ⅲ期（在更大人群范围内评价疫苗的安全性和有效性）的试验条件，所以公司目前积极推进Ⅲ期临床的海外合作。 期待抗疫良方早日到来！ 原图 ,2020-06-23 20:46,287,54,44
J7Z4Rf66F,全球感染人数仍在快速增长，第二波疫情的危险并未远离，新的挑战时刻潜伏。保护主义、民族主义、零和博弈将成为主流？两天时间，博科娃、张文宏、郑永年、芮效俭、约翰·默顿等32位嘉宾，云聚凤凰网#与世界对话# 论坛，就大流行病、中美关系等5大议题贡献智慧，探讨如何重塑文明与秩序。更多精彩内容，欢迎扫码阅读。 [组图共9张] 原图 ,2020-06-23 17:26,22,6,8
J7YuxCMPW,【孔伟：希望陆家嘴金融城和伦敦金融城一起，推动绿色复工复产】陆家嘴金融城和伦敦金融城的合作，已经持续了一段时间。今天下午，陆家嘴金融城绿色金融发展中心副理事长孔伟，在凤凰网#与世界对话# 云论坛上呼吁，希望疫情之后，两金融城能够共同推动绿色的复工复产，推广楼宇复产的中国实践，推动高质量的绿色发展。#微博直播台##微博纪录片联盟#戳视频↓↓  http://t.cn/A6LYZQ4F ,2020-06-23 15:56,29,5,1
J7XwFlAxz,【正在直播：2020凤凰网#与世界对话# 】💚#Green is GREAT#💚 后疫情时代，人们将重新审视经济发展的模式。绿色经济对于全球经济复苏来说，是机遇还是挑战？英国第二十六届联合国气候大会特使约翰·默顿、中国人民大学国家发展与战略研究院副院长许勤华、英国金融服务管理局(FSA)前主席阿代尔·特纳等嘉宾共同探讨“绿色经济”。🌳#绿色地球英有你#🌳#微博直播台# #微博纪录片联盟# http://t.cn/A6LjXdfl ,2020-06-23 13:29,22,7,3
J7QGEgfkq,#塞尔维亚复制中国抗疫方案#【《中国队长》塞尔维亚抗疫记：“战火”重铸贝尔格莱德情谊】病毒没有国界，疫情不分种族，人类是休戚与共的命运共同体。3月，塞尔维亚总统武契奇含泪请求中国支援的视频刷屏网络，随后广东医疗专家组亲赴塞尔维亚指导抗疫。两国医护并肩奋战在抗疫一线82天，中国医疗队几乎走遍了塞尔维亚所有出现病例的城市。从起初的“不忍目睹”到疫情得到根本控制，中国抗疫方案为何能够被塞尔维亚充分复制？@凤凰卫视胡玲 对话“中国队长”，讲述“铁杆情谊”背后的一线抗疫故事。#中国医疗队援外抗疫实录#  http://t.cn/A6L0nTXk ,2020-06-22 20:04,180,27,21
J7Q2KujDE,【湖北无人认领轿车车主死亡？拍摄者：我出于好心瞎编】#拍摄者称鄂牌车主抗疫去世系瞎编# 近日，湖北孝感槐荫公园一辆无人认领的轿车引关注。有媒体的报道中引用了拍摄者王先生“车主曾参与抗疫后发烧去世”说法，并引发轩然大波，微博点击量数亿。然而此事很快反转，6月22日中午，孝感警方发布通报称，车主健在。6月22日下午，拍摄者王先生回复上游新闻记者称，“车主曾参与抗疫后发烧去世”这一说法，是他出于好心瞎编的；车主陆先生则表示，他正在考虑是否起诉王先生。#鄂牌车车主因新冠去世未挪车系谣言# http://t.cn/A6LWV8zG http://t.cn/A6LOcV0c ,2020-06-22 18:26,10659,1387,703
J7OErnHE5,【冯仕政：不论是否为误伤，#北京疫情对三文鱼行业造成严重损失#】凤凰网#与世界对话#，对话中国人民大学社会与人口学院院长、教授冯仕政。谈到北京疫情信息发布，冯仕政：现在来看，信息发布很及时，表示此次北京疫情与三文鱼有关。但事后看来，可能是“误伤”。不论是否为“误伤”，这已经对三文鱼行业的相关餐饮业，造成了严重损失。  http://t.cn/A6LOu8Wk ,2020-06-22 14:53,442,30,82
J7Oq3hqSi,#防疫收集的个人数据都去哪了#【冯仕政：数据要适度收集、科学管理、有效率利用】大数据在抗击疫情中发挥了重要的作用，但同时，很多人也担心自己的隐私会泄露。凤凰网2020#与世界对话#，中国人民大学社会与人口学院院长冯仕政就说了自己的观察：前段时间我去车市看了一下，大家的信息填得仔仔细细的，姓名、身份证号、手机号，行程去过哪儿，填完后一个本放在那儿，谁都可以看，谁都可以拍，那这个数据走光就很厉害，这个显然是不合适的，收集上的数据要科学管理，也要有效率的利用。#微博纪录片联盟#  http://t.cn/A6LORUnJ ,2020-06-22 14:18,276,21,37
J7O8GeG6X,"#与世界对话# 【直播：高峰云对话——如何长远改善全球大流行病应对机制？】全球新冠肺炎疫情的迅猛暴发与持续肆虐，已经对国际经济、公共卫生甚至全球治理体系和国际政治格局产生重大冲击和影响，其发展及后续还存在很大不确定性。更多的人担忧新冠疫情卷土重来。面对诸多不确定因素，提供一份对未来世界发展的理性指引正当其时。对话嘉宾：冯仕政，中国人民大学社会与人口学院院长、教授郑宇，京东集团副总裁，京东数科首席数据科学家、京东城市总裁约翰·赫恩(John Hearn)，澳洲-非洲大学联盟主席, 新南威尔士大学全球发展研究所教授，悉尼大学医学院生理学教授#微博直播台# #微博纪录片联盟#http://t.cn/A6LOUMuG ",2020-06-22 13:35,27,4,3
J7GeWAFfO,【北京#百事公司出现确诊病例#，已停产停业】今天下午，在北京市新型冠状病毒肺炎疫情防控工作第128场新闻发布会上，百事公司大中华区集团事务部企宣总监樊志敏通报了大兴区百事食品（中国）有限公司北京分厂新发地输入型病例情况。樊志敏说，百事食品（中国）有限公司磁魏路分厂监测到新发地批发市场输入个案后，第一时间启动应急预案，采取停产停业、产品封存、环境消杀、人员隔离等措施；已经对产品及厂区环境进行了全方位取样调查，目前测试产品安全，同时保证新发地疫情后的产品均已封存。现将有关处置情况报告如下：一是迅速停产停工，启动应急预案。6月15日，首例病例确诊。当日早八点，立即停止生产，做全厂消杀，封闭所有库存，禁止外运。成立应急处置前方指挥部，统筹协调相关工作。二是全面开展人员核酸检测，6月15日全部员工居家隔离，6月16日进行全员核酸检测，6月20日转运480人到集中隔离点隔离，这480人核酸检测结果均为阴性。同日，对所有员工共同居住人员全部落实居家隔离观察。三是配合政府进行扩大流调范围。深入分析病例流调报告，加大密接人员摸排力度。截至6月20日18时，已追查到密切接触者87名，全部落实集中隔离措施。四是做好环境检测与消杀。6月16日，区疾控中心对工厂内外环境进行涂抹取样，结果均阴性。6月15日和20日，对食堂、更衣室、车间洗手区、厕所、流水线工作区等两次进行全面环境消杀。五是严格遵守疫情防控政策，保障食品生产安全，全面保障消费者权益。http://t.cn/A6LC16LM ,2020-06-21 17:28,234,47,66
J7CNL2NFs,【唐驳虎：北京新病毒序列公布，很像台湾样本】根据最新的病毒演化树，与北京新发病毒基因序列最相近的是台湾上报的样本。这亲缘关系是怎么判断的？为什么还跟丹麦和捷克上报的病毒样本有关联？凤凰网唐驳虎一一解答。唐驳虎：北京新病毒序列公布，很像台湾样本  [组图共8张] 原图 ,2020-06-21 08:43,1221,35,161
J7CJfujW7,【#北京新增确诊22例#】6月20日0时至24时，新增报告本地确诊病例22例、疑似病例3例、无症状感染者3例；无新增报告境外输入确诊病例、疑似病例、无症状感染者。6月11日0时至6月20日24时，累计报告本地确诊病例227例，在院227例。尚在观察的无症状感染者18例；无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者，在院1例。新增确诊病例中，丰台区10例、大兴区8例、海淀区3例、通州区1例。全市有12个区无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区149天、怀柔区135天、顺义区133天、密云区130天、昌平区124天、朝阳区6天、石景山区6天、门头沟区5天、房山区5天、东城区4天、西城区2天。http://t.cn/A6L9KBhs ,2020-06-21 08:32,308,17,65
J7x4nAlSB,#与世界对话# 全球感染人数仍在快速增长，国内第二波疫情的危险并未远离。在这关键节点上，张文宏主任会有什么判断？6月22日，张文宏将出席2020凤凰网“与世界对话”云论坛。先让我们回顾一下张文宏早前的精彩论断。  原图 ,2020-06-20 18:08,124,3,30
J7sQ5xLad,【#世卫组织称北京所现病毒与欧洲毒株密切相关#】当地时间19日，世卫组织卫生紧急项目技术主管玛丽亚·范·科霍夫表示，北京出现的新冠病毒的基因序列已被上传分享，显示与欧洲新冠毒株密切相关。世卫组织卫生紧急项目负责人迈克尔·瑞安表示，目前有不同毒株在传播，不代表疾病来自欧洲，很有可能的是此次病毒由北京以外输入，现在重要的是要确定何时传入以及病毒传播链，世卫组织很高兴看到北京采取的高强度调查，以确保发现聚集性传播的源头。http://t.cn/A6LSz1Na [组图共2张] 原图 ,2020-06-20 07:21,870,34,156
J7qfy7yOP,【李兰娟院士团队：新冠病毒零下20℃可存活20年不完全准确】#李兰娟 新冠病毒存活20年报道不准确# 6月19日，一条《李兰娟院士：零下20℃，新冠病毒可存活20年》新闻被大量转发。19日21点52分，李兰娟院士团队的邹女士对凤凰网资讯表示，该报道信息不完全准确。邹女士表示，“当天下午，在杭州海关举办的抗疫经验交流会上，李兰娟院士就海关如何在进出口物资检疫检测环节加强新冠肺炎的排查给出建议和看法。其中，在说到冷链运输环节的疫情防控时，李院士表示：一般情况下，病毒在冷链上能较长存活。在我们已知并掌握的病毒中，处于4度左右可以存活3-6个月以上，-20度以下可以长期存活达20年左右。不同的病毒存活时间也不一样。新冠病毒是一个新的病毒，从出现到现在才8个月，对它的认识及耐低温能力尚需进一步研究。”李兰娟院士团队的邹女士表示，“结果部分媒体既没有进一步向李兰娟院士团队求证，也未完全理解相关信息，发表该报道，对公众造成较大误解。该报道内容与李兰娟院士本人观点不符。”http://t.cn/A6LaoY7o 原图 ,2020-06-20 00:46,761,124,129
J7oMkbDwr,【李兰娟：#新冠病毒在零下20度可存活20年#】19日，在杭州海关举办的“李兰娟院士抗疫事迹分享会”上，中国工程院院士、国家卫健委高级别专家组成员李兰娟就海关如何在进出口物资检疫检测环节加强新冠肺炎的排查给出建议和看法。她表示“新冠肺炎病毒特别的‘不怕冷’，在零下4摄氏度该病毒可以存活数个月，在零下20摄氏度该病毒可存活20年。”李兰娟说，“这解释了为什么几次病毒都在冷藏食品较多的海鲜市场被发现，病毒完全是可以被跨国转运的。”http://t.cn/A6LX8A4X 原图 ,2020-06-19 21:01,10508,557,1169
J7ngQDbTq,【#北京一网民造谣疫情死了40万人被拘留#】6月19日下午，北京市第126场新型冠状病毒肺炎疫情防控工作新闻发布会召开。北京市公安局副局长、新闻发言人潘绪宏通报涉疫情谣言案件。截至目前，共查处相关案件60起，其中刑事拘留1人，行政拘留9人，对其他人员进行了批评教育。案例一：网民谭某克（男，69岁，已退休）故意编造“新发地8300人检测结果：5800人阴性，其余2500人阳性，这个比例太恐怖了”的虚假消息，通过微信发送给吴某（男，47岁），后吴某将该消息在多个微信群中散播，造成不良影响。现二人被丰台公安分局依法行政拘留。案例二：网民赵某（男，31岁）系无业人员，为发泄个人不满，蓄意编造发布“死了40万人”等虚假信息。现该人被房山公安分局依法行政拘留。http://t.cn/A6LX26dp 原图 ,2020-06-19 17:11,727,16,109
J7dCe0qoN,【疾控中心专家吴尊友：#北京的疫情控制住了#】今天下午北京市召开第125场疫情防控新闻发布会。会上，中国疾控中心流行病学首席专家吴尊友表示：非常明确的告诉大家，北京的疫情已经控制住了。我说控制住了，你们的理解是不是明天就没有病人报告了，不是这个概念，明天、后天相继还会有报告病例出现，这些报告的病例也都是对既往感染病例的一个检测发现的过程，它不是新感染，新感染只是零星的，我说控制不是说明天后天就变成零了，这个曲线还会延续一段时间，病例数会越来越少，和我们在年初1月份、2月份观察的现象比较近似，它有一个拖尾的现象。http://t.cn/A6Lxfcox ,2020-06-18 16:36,377,19,86
J7d4pbdIQ,【哈萨克斯坦前总统纳扎尔巴耶夫新冠病毒检测结果呈阳性】据俄罗斯卫星通讯社刚刚消息，哈萨克斯坦前总统纳扎尔巴耶夫新冠病毒检测结果呈阳性。目前正在自我隔离。哈萨克斯坦前总统纳扎尔巴耶夫感染新冠  ,2020-06-18 15:13,34,13,5
J7bDP6bHc,【#严格出京管理不意味北京封城#】6月18日上午，北京市新冠肺炎疫情防控工作新闻发布会第124场召开，记者从会上了解到，严防出京是否意味着北京封城？北京市公安局副局长潘绪宏介绍，严格出京管理，不意味着北京封城。严控疫情是否意味着北京封城？官方回应 看看新闻Knews的秒拍视频  ,2020-06-18 11:34,446,13,62
J76soym2i,【中央和国家机关即日起暂停接待群众来访】记者17日从国家信访局官方网站获悉，鉴于近期北京市出现新冠肺炎聚集性疫情，防控形势十分严峻，即日起#中央和国家机关暂停接待群众来访# 。据悉，6月16日晚，北京市突发公共卫生事件应急响应级别由三级调至二级，防控措施相应加强。为切实保护人民群众生命安全和身体健康，中央和国家机关即日起暂停接待群众来访。国家信访局提示，暂停接待来访期间，群众如需向国家信访局反映问题，可通过国家信访局官方网站（www.gjxfj.gov.cn)、微信公众号和手机信访APP提出，也可向国家信访局写信。国家信访局将认真受理办理，并加强跟踪督促，及时回复信访群众。http://t.cn/A6Lfe5BC [组图共2张] 原图 ,2020-06-17 22:23,1342,54,169
J74bjmfU6,【#北京昨日新增31例确诊病例# 最小的患者仅8岁！】6月17日下午，北京市第123场新型冠状病毒肺炎疫情防控工作新闻发布会召开。北京近6日已经累计报告新冠肺炎确诊病例137例。庞星火表示，6月16日0时至24时，本市新增新冠肺炎确诊病例31例，其中男性19例，女性12例；年龄平均43岁，最小8岁，最大70岁；丰台区19例、大兴区5例、东城区3例、海淀区3例、西城区1例；临床分型轻型10例，普通型20例，重型1例，至此，北京近6日累计报告新冠肺炎确诊病例137例，全部与新发地市场有关。http://t.cn/A6LfzP4V ,2020-06-17 16:35,108,10,31
J72a6yBUU,【一斤土豆卖6元 北京市场监管查处拟罚10万】#一斤土豆卖6元被查处拟罚10万#新发地聚集性疫情发生以来，北京市各级市场监管部门把蔬菜等生活必需品价格监管作为重中之重。今天，北京市市场监管局通报一起价格违法案件，一斤土豆进价1.3元卖6元的一商家，将被处罚10万元。经查，郭某某于2020年6月10日以1.3元/斤的价格购入土豆1100斤。6月11日至14日，分别以5元/4斤、2元/斤、2.5元/斤的价格将土豆分等级进行销售。6月15日，将剩余150斤土豆价格提高至3元/斤和6元/斤分等级进行销售，进销差价率分别达到130.77%和361.54%，该行为属于《中华人民共和国价格法》第十四条第（三）项所列行为，涉嫌构成哄抬价格。疫情期间，郭某某以较高进销差价率销售土豆，推动价格过高上涨，性质恶劣，情节严重。东城区市场监管局依据《价格法》第四十条第一款、《价格违法行为行政处罚规定》第六条第一款第（三）项及第十一条第二款的规定，对郭某某哄抬价格的价格违法行为，拟作出10万元以上罚款的行政处罚。目前，案件相关程序正在进行中。http://t.cn/A6LVJkiV ,2020-06-17 11:26,1200,44,179
J70ZYAFsk,【#北京新增31例确诊病例#】6月16日0时至24时，北京新增报告本地确诊病例31例、疑似病例3例、无症状感染者6例。截至6月16日24时，累计报告本地确诊病例557例，累计出院411例，在院137例，累计死亡9例。尚在观察的无症状感染者12例。6月16日0时至24时，北京无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者。截至6月16日24时，累计报告境外输入确诊病例174例，累计出院173例，在院1例。新增确诊病例中，东城区3例、西城区1例、海淀区3例、丰台区19例、大兴区5例。全市有11个区无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区145天、怀柔区131天、顺义区129天、密云区126天、昌平区120天、通州区118天、朝阳区2天、石景山区2天、门头沟区1天、房山区1天。http://t.cn/A6LcDBkR ,2020-06-17 08:29,109,18,44
J6X8wqcD6,【#北京应急响应级别升为二级# 】据央视，6月16日晚，北京市举行第121场新冠肺炎疫情防控工作新闻发布会，北京市政府副秘书长陈蓓宣布，北京应急响应级别由三级提升到二级。  原图 ,2020-06-16 22:39,246,38,53
J6WTfEKOq,【北京15日新增27例本土病例详情公布：均与新发地有关】6月16日晚，北京市召开疫情防控第120场例行新闻发布会，就北京防控疫情等相关情况进行通报，并回答记者提问。会上，北京市疾控中心副主任庞星火通报，6月15日0—24时，北京市新增新冠肺炎确诊病例27例，其中男性17例，女性10例，北京户籍3例，外省户籍24例，丰台区22例，门头沟区2例，东城区、房山区、大兴区各1例，均与新发地市场有关联。http://t.cn/A6Lt00lu ,2020-06-16 22:01,71,9,10
J6RIAlTVF,【河北昨日新增4例确诊病例均与北京有关】2020年6月15日0—24时，河北省新增报告新型冠状病毒肺炎确诊病例4例，其中，雄安新区安新县3例（2例为北京市确诊病例的密切接触者，1例为本地确诊病例的密切接触者），定州市1例（为北京市新发地市场经营者）。无新增死亡病例，无新增疑似病例。http://t.cn/A6LqjuS1 ,2020-06-16 08:51,94,10,25
J6LfvvV7Z,【#北京# 昨日新增36例确诊病例，其中34例完成流调，均与新发地市场有关】6月15日下午，北京市召开第118场新冠肺炎疫情防控新闻发布会。北京市疾控中心副主任庞星火表示，昨日0时至24时，新增报告本地确诊病例36例。男性25例，女性11例；北京户籍2例，外省户籍34例；东城区报告1例，朝阳区报告1例，海淀区报告2例，丰台区23例，石景山区1例，房山区1例，大兴区7例。东城区和石景山区为近日来首次报告病例。已完成流调的34例均与新发地市场有关。文/北京青年报记者 解丽 王斌 林艳 http://t.cn/A6Lbp7Gl ,2020-06-15 16:23,55,7,19
J6ITT7KUi,【北京昨日共检测76499人 阳性59份】北京市召开新冠肺炎疫情防控工作新闻发布会，北京市卫健委新闻发言人高小俊介绍，6月14日，北京核酸检测机构共检测76499人，结果阳性59份，其中地坛医院在院病例27份，新增确诊27份，有待诊断的阳性11份。北京昨日共检测76499人 阳性59份  原图 ,2020-06-15 10:24,348,39,52
J6IzRr4uO,【唐驳虎：为什么是新发地？科学调查之后的真相】新发地市场的感染链透露了什么信息？“海鲜带毒”论是如何传播出来的？为什么疫情在新发地单点爆发？凤凰网唐驳虎对新发地疫情进行了更多解析。唐驳虎：为什么是新发地？科学调查之后的真相  [组图共6张] 原图 ,2020-06-15 09:35,123,38,44
J6FLNuZXb,【疫情防控不力，#北京丰台区副区长周宇清等被免职#】昨天下午，市委常委会召开会议，研究关于对丰台区有关人员在新冠肺炎疫情防控工作中失职失责问题初步调查和处理的事项。市委书记蔡奇主持会议。6月11日以来，我市连续发现新冠肺炎确诊病例。在确诊病例流行病学调查和大数据溯源中，发现均有北京新发地农产品批发市场活动史或有关人员接触史。6月13日，市纪委市监委成立调查组，针对北京新发地农产品批发市场新冠肺炎疫情防控工作中存在的失职失责问题进行调查。经查，丰台区副区长周宇清、丰台区花乡党委书记王华、新发地农产品批发市场总经理张月琳在疫情防控工作中存在落实“四方责任”不到位、“四早”要求不力、消杀工作不到位等问题。经市委常委会研究，给予周宇清免职处理，按照相关程序办理。此外，经丰台区委常委会研究，给予王华免职处理；责令有关单位免去张月琳新发地农产品批发市场总经理职务。市纪委市监委调查组将继续深入调查，依据调查情况对相关责任人员进行问责处理。http://t.cn/A6L4UxgP 原图 ,2020-06-15 02:26,290,116,0
J6Drloc27,【北京民航机场一巴士司机确诊，机场巴士公司发声明】今天（6月14日）下午，北京民航机场巴士有限公司官方微信公众号发布声明称，6月13日，该公司1名职工被确诊为新冠肺炎，正在接受隔离治疗。因疫情防控要求，自1月26日北京市省际道路客运班线停运以来，该员工一直居家休息，期间未与该公司其他人员及任何旅客有过接触。此前北京公布一病例详情：病例17，某男，56岁，北京西城人，工作单位为北京民航机场巴士公司，现住西城区永宁胡同。3日到新发地市场采购，5日出现乏力、头痛，12日出现发热，最高体温38℃。12日先后就诊于宣武医院、人民医院和海淀医院，核酸检测阳性，经专家会诊为确诊病例，临床分型为普通型。另据新京报记者从可靠渠道获悉，该病例已经数月没有到机场工作，一直在家处于休息状态，没有与旅客发生接触。http://t.cn/A6LUtalP ,2020-06-14 20:30,469,43,52
