微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J8eL3wkeJ,赛龙舟，佩香囊，力争上游竞渡忙；吃粽子，品新茶，端午读书诗意漾。祝大家端午安康！  原图 ,,http://wx4.sinaimg.cn/large/61b8c41egy1gg49uvulugg20lc0sg7wu.gif,无,无,2020-06-25 09:21,无,88,35,12
J89LbarU0,【他在矿山写诗】爆破工写诗，人们好奇这样的故事，首先是由于这两种身份本身就很不兼容。有闲工夫、有一方安静的书桌，似乎天然是文字工作的有利条件。在逼仄的矿洞和剧烈的喧响中，创造那些细腻柔软的文字，这件事的难度确实难以想象。工人当然是可以写诗的，而且他们很多人都在写诗，比我们想象的还多得多。问题其实在于，他们的诗更难被人看到。他们的创作没什么规律、难以发表——就像陈年喜说的，我们天然以为不发表的写作就是无效的，“独立的民间写作是很难的，没有任何规律性的写作是很难的”。http://t.cn/A6LQpTHt http://t.cn/A6LQp1AQ ,,无,无,无,2020-06-24 20:37,无,196,95,21
J81oioZJI,【#警方通报山东纪检干部在东莞办案遇害#】6月11日晚19时许，被害人关某(男，45岁，山东省德州市齐河县纪委工作人员)被犯罪嫌疑人杨某(男， 30岁)突然上前掏出随身携带的折叠刀捅伤，后经抢救无效死亡。经调查，嫌疑人杨某系劳务派遣至岭南园林公司的保安员，其曾于2019年2月27日在浙江省某地因持折叠刀刺伤他人而被当地公安机关行政拘留，并因精神分裂症于2019年7月25日至同年9月9日住院治疗。据杨某供述，其怀疑关某一行的调查工作会影响到其个人岗位，继而影响工资收入，遂心生不满、决定报复调查组工作人员。此外，专案组会同齐河当地警方对嫌疑人杨某和该县纪委调查组成员的社会背景、社会关系、利害关系人，以及经济往来等情况进行深入调查，未发现两者之间存有关系或交集。 原图 ,,http://wx3.sinaimg.cn/large/61b8c41egy1gg2muebplhj20j615de81.jpg,无,无,2020-06-23 23:19,微博 weibo.com,583,57,105
J7OX4cwun,【导演谢飞：家有老母】老红军王定国是导演谢飞的母亲，2020年6月9日去世，享年108岁。在一篇序文中，谢飞这样写道：“母亲只是中国共产党第一代革命者中很普通的一员，无论是在红军时期和解放后，她都没有做过什么高官或重要岗位的工作。比起她自传里提到的西路红军中最大的女干部、组织部长张琴秋，或者人人皆知的西路军妇女抗日先锋团团长王泉媛等她的老战友、老同志们来，母亲的工作成绩和贡献都差得很远。母亲现在这么有名，是因为她活得长久。母亲虽然参加革命很久，但从不争级别和待遇，退休时只是正局级；1971年，父亲一去世，她就要求搬离了独门大院，说‘是什么级别就享受什么待遇，不能特殊’。”“人们说人过八九十岁以后，就是喜丧；过了百岁更是“老喜丧”了。所谓喜丧者，则以死者福寿兼备为可喜也。确实，母亲高寿离去，留给我们更多的是人生的经验与教诲，这就是福、是喜。”http://t.cn/A6LOsItp 原图 ,,http://wx3.sinaimg.cn/large/61b8c41egy1gg13wc8657j20ku0dwe07.jpg,无,无,2020-06-22 15:39,微博 weibo.com,190,22,29
J7HURuhRy,【618继续领先，5G时代首场大考荣耀成为赢家】据电商平台数据，截至6月18日23:59，荣耀手机实现全平台当日及累计手机销量领跑，成为手机行业进入5G时代后，第一个大促赢家。从4G时代的持续领跑，到5G时代的首发领先，与荣耀全价位段布局、同档高配的产品研发理念密不可分。荣耀手机每款产品都是同档位的标杆产品，满足了用户差异化的需求，不管是4G时代还是5G时代，都有效推行了用户体验的提升和行业的进一步发展，在5G时代先发领跑的荣耀必然也会将4G时代的领先优势进一步扩大。 原图 ,,http://wx2.sinaimg.cn/large/61b8c41egy1gg08v8xre8j20n01dskjl.jpg,无,无,2020-06-21 21:44,微博 weibo.com,40,8,28
J7Guqn1Hz,今日#夏至# 夏荔甜入口，墨香沁人心。http://t.cn/E7txGHZ  原图 ,,http://wx1.sinaimg.cn/large/61b8c41egy1gg02kl4kp4j20lc0sgaev.jpg,无,无,2020-06-21 18:06,无,48,8,6
J7z7CD2bS,【水淹阳朔：一个旅游大县的艰难复苏】疫情让旅游业经营举步维艰，另一方面，却也给民宿老板们带来了一个好消息。今年3月，遇龙河度假区管委会取消了度假区入口的哨卡，社会车辆可以自由进出度假区。这一哨卡最初设立于2017年，旨在消除景区内的拥堵情况，但也一度令度假区客流量骤降，如今，游客可以轻易在景区内预约到网约车，伊恩再也不用整日为接送旅客而头疼。相较于疫情，洪灾不过是阳朔每年都要经历的关卡，县城的居民对这次洪灾感触不深，而遇龙河沿岸的游客则经历了一番历险。那些未受灾的店家更担心洪灾对旅游业信心的打击。目前，6月底的一些订单已经退了。“洪水已经过去了，阳朔依旧很美丽，希望你们不要光报道洪灾，也呼吁让游客来帮阳朔，来阳朔旅游就是对阳朔最大的帮助。”阳朔民宿协会副会长陈朔勇反复叮嘱南方周末记者。http://t.cn/A6LomUdW 原图 ,,http://wx3.sinaimg.cn/large/61b8c41egy1gfz61ffoxxj20ku0dwqhq.jpg,无,无,2020-06-20 23:21,微博 weibo.com,272,33,52
J7pWNFdYo,【电商吹牛真要上税】商家与刷单公司签约，约定刷多少单、多少金额，出多少言之有物、带图片的评价，从而推高排名。这既欺骗了消费者，也动了平台的奶酪。所以平台打击刷单行为从来不遗余力，对刷单的商家降权扣分，对刷单公司发起法律诉讼。但道高一尺魔高一丈，在巨大利益驱动下，刷单行为只会变得越来越隐蔽，却难以消失。如今，税务部门按照营业收入稽征税收，戏剧化地急剧抬升了刷单成本，让刷单变得不合算。这对于刷单将产生抑制作用，也有助于愿意通过诚实经营积攒信用的商家走出“囚徒困境”。http://t.cn/A6LaxFsk 原图 ,,http://wx4.sinaimg.cn/large/61b8c41egy1gfy1kc4fqij20qo0hsahv.jpg,无,无,2020-06-20 00:00,微博 weibo.com,201,37,52
J7gdD9Tos,【延安对仝卓虚假转学调查的通报：延安市档案馆馆长李庆锋等6人被处理】仝卓自曝以伪造应届生身份参加高考等问题后，陕西省市相关部门高度重视，延安市纪委监委成立调查组，依规依纪进行了深入调查。6月13日，对延安市档案馆馆长李庆锋等6人立案审查，对有关责任人作出严肃处理。现将调查处理情况通报如下：一、关于李庆锋接受仝天峰请托为仝卓办理虚假转学手续的问题经查，2012年8月，时任延安市人大常委会副秘书长、办公室副主任李庆锋在接待山西省临汾市人大常委会原副秘书长、办公室副主任仝天峰一行时，仝天峰谈到其儿子仝卓想报考解放军艺术学院，因仝卓是往届生，但该校只有应届生才可报考，请托李庆锋帮忙为仝卓办理虚假转学手续。李庆锋通过在宝塔区第二中学任教的大学同学侯绥利办理转学手续，侯绥利找到时任该校招生办主任兰海，兰海又找到时任该校德育处主任谢东平帮忙办理。谢东平在一张空白《延安市普通高中学生转学审批表》上签署“谢”字并加盖了“宝塔区第二中学德育处”的印章后交给兰海，兰海交给侯绥利。李庆锋从侯绥利处拿到该表后填写了仝卓的基本信息，又找社会人员在该表上加盖了伪造的延安市教育局学籍管理专用章、宝塔区教育局学籍管理专用章，后将该表交给仝天峰。对涉嫌伪造国家机关印章罪的线索已依法交由公安机关进行侦查。二、有关责任人员处理情况时任延安市人大常委会副秘书长、办公室副主任，现任延安市档案馆馆长李庆锋严重违反组织纪律，决定给予其留党察看一年、政务撤职处分。延安市宝塔区第二中学教师侯绥利违反工作纪律，决定给予其党内严重警告处分。时任延安市宝塔区第二中学招生办主任兰海（现已离岗）违反工作纪律，决定给予其党内严重警告处分。时任延安市宝塔区第二中学德育处主任，现受聘担任该校副校长的谢东平违反工作纪律，决定给予其党内严重警告处分，解聘其副校长职务。时任延安市宝塔区第二中学主管学籍工作的副校长范昕涛（现已离岗）负有主要领导责任，决定给予其党内严重警告处分。时任延安市宝塔区第二中学校长樊海峰（现已离岗）负有重要领导责任，决定给予其党内警告处分。 原图 ,,http://wx1.sinaimg.cn/large/61b8c41egy1gfwumnhod2j20j60n2423.jpg,无,无,2020-06-18 23:14,微博 weibo.com,77,31,42
J7etsgWhk,【被误解的“精神诊疗”】“派你守芳村”，不少广州本地人都知道，这不是什么好话。1898年惠爱医院在芳村成立，到如今改名广州医科大学附属脑科医院，大众对于“精神诊疗”的刻板印象依旧存在。近日，广州医科大学附属脑科医院党委书记宁玉萍接受采访时表示：“打破公众偏见，改变传统单一的治疗模式，打通社区联动，这是我们正在努力的事。精神专科医院未来发展不是盲目扩建，而是把服务延伸到社区，更多提倡患者回归社会。”http://t.cn/A6Lxj7N6  http://t.cn/A6LxjqLa ,,无,无,无,2020-06-18 18:47,微博视频,36,22,11
J76QA9pDA,【漩涡中的新发地：亚洲最大菜市场不得不说的往事】北京正经受着新的疫情考验，也将此次疫情漩涡中心的新发地市场推向公众。这个亚洲最大菜市场，最初只是一个村庄菜市场。一个广为传播的事实是，2003年SARS期间，北京农产品价格一度飞涨，0.5元一斤的萝卜暴涨到了8元一斤。刚刚上任的北京市领导第一时间前往新发地，叮嘱再三，外地商贩运菜进京是对北京市场的支持，一定要善待他们。根据北京商报社记者刊登在期刊《时代经贸》上的报道显示，后来，新发地市场董事长张玉玺和有关部门协调，用30个小时就平息了一场爆发性的市场价格波动。新发地市场在SARS期间稳定市场的做法得到北京市领导高度认可，被评为“首都防治非典型肺炎先进单位”。SARS之后，新发地又经受住了2008年奥运会的考验，成功保障了北京地区的果蔬供应。与此同时，围绕着新发地，还有一个不断扩大的商业帝国：房地产、物流、咨询、酒店等。在这些产业中，或多或少都能看到张玉玺及其子的身影。变化发生在2010年，要疏解新发地功能的言论开始流传，争议不断并持续至今。http://t.cn/A6LqMdcU 原图 ,,http://wx1.sinaimg.cn/large/61b8c41egy1gfvp7l1zc6j20u00k14qp.jpg,无,无,2020-06-17 23:22,微博 weibo.com,176,54,26
J76dn89ZD,#拒绝濒危植物下山#【网售濒危植物追踪：淘宝有“野生香樟”，闲鱼有“下3兰”，快手抖音有视频】#盗采下山兰# “下山兰”是行话，意味着从山上采挖而来的野生兰花。视频平台肆意直播，电商平台公开售卖，一些濒危植物在当地人“靠山吃山的现代化形式”之下，被猖獗盗采，处境危急。2020年6月11日，南方周末以《直播电商肆意上网，濒危植物盗采下山》为题👉http://t.cn/A6LfuRIg，对快手、抖音、闲鱼、淘宝、京东等网站或App以“纯天然”“野生”为噱头，公开直播或采挖、售卖濒危植物的情况进行了报道。南方周末报道刊发后，淘宝、京东、快手和闲鱼采取了行动，屏蔽了关键词，撤下了相关店家。但快手和抖音仍有“下山兰花”视频，在闲鱼搜索“独叶兰”、“下3兰”，仍有店家。淘宝平台还有号称售卖野生香樟的商家，野生香樟为国家二级保护植物。在抖音商城搜索“下山兰”，有店家指向“京东商城”，可直达京东购买，有的已下架，有的还可以购买。http://t.cn/A6Lfuo1n [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/61b8c41egy1gfvme45zpej20ku0ju1ax.jpg,http://ww3.sinaimg.cn/large/61b8c41egy1gfvme9ecgfj20ku0h7wqb.jpg,http://ww1.sinaimg.cn/large/61b8c41egy1gfvmeg0pagj20as0kuaiz.jpg,http://ww1.sinaimg.cn/large/61b8c41egy1gfvmekwwpzj20fn0kue2y.jpg,http://ww3.sinaimg.cn/large/61b8c41egy1gfvmeofsvlj209m0kudte.jpg,http://ww4.sinaimg.cn/large/61b8c41egy1gfvmesw24fj20ku0fmws0.jpg,http://ww4.sinaimg.cn/large/61b8c41egy1gfvmewzli2j20bg0ku7do.jpg,http://ww4.sinaimg.cn/large/61b8c41egy1gfvmf1cpksj20hw0kuk2q.jpg,http://ww4.sinaimg.cn/large/61b8c41egy1gfvmf6hk0rj20ku0f6gv0.jpg",无,无,2020-06-17 21:46,微博 weibo.com,30,30,11
J75QWCfTo,#父亲节#爸爸们说自己不爱过父亲节，你就真的信了吗？距离父亲节还有4天，如果你也“爱在心口难开”，不如让这个献礼组合来帮你传递爱意，618 & 父亲节双重折扣【限时半价】特惠，戳击立减158元>>http://t.cn/A6LVBPf4  [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/61b8c41egy1gfvktq816fj20ge0l20up.jpg,http://ww4.sinaimg.cn/large/61b8c41egy1gfvktrl0gvj20iy23oqor.jpg,http://ww4.sinaimg.cn/large/61b8c41egy1gfvktrddzmg20dw08okjm.gif,http://ww3.sinaimg.cn/large/61b8c41egy1gfvktrs4phg20dw07tx6p.gif,http://ww2.sinaimg.cn/large/61b8c41egy1gfvktqtxkzj20ku1u6qba.jpg,http://ww3.sinaimg.cn/large/61b8c41egy1gfvktq8vraj20ge0l2wgn.jpg",无,无,2020-06-17 20:50,微博 weibo.com,17,4,3
J73uQij3m,【#王振华周燕芬猥亵儿童案一审宣判#：#王振华猥亵儿童被判五年#】2020年6月16日，上海市普陀区人民法院依法不公开开庭审理被告人王振华、周燕芬猥亵儿童案。法院根据两名被告人的犯罪事实、性质、情节及社会危害程度等，经合议庭评议，于6月17日当庭对被告人王振华、周燕芬作出判决，以猥亵儿童罪分别判处被告人王振华有期徒刑五年，被告人周燕芬有期徒刑四年。 原图 ,,http://wx1.sinaimg.cn/large/61b8c41egy1gfvafaiue5j20j60lkqem.jpg,无,无,2020-06-17 14:50,微博 weibo.com,413,53,93
J6XAbtqvC,【#北京中高风险地区相关人员严禁离京#】北京中高风险街乡、新发地市场相关人员严禁离京，其他人员坚持#非必要不出京#，确需离京的要持7日内核酸检测阴性证明；社区封闭式管理，落实测温、查证、验码、登记等措施后，方可进入；中高风险街道乡镇所辖小区（村），外来人员及车辆禁止进入，高风险街道乡镇所辖小区（村）进行全封闭管控，人员只进不出，进行居家观察并做核酸检测。（央视）http://t.cn/A6LtE5LK ,,无,无,无,2020-06-16 23:47,微博 weibo.com,56,18,20
J6XkTdsth,【#北京中小学明起一律停止到校上课#】据北京市教委消息，从明日（6月17日）起，中小学各年级一律停止到校上课。初高三年级也同步恢复居家线上教学；#明起北京各类型幼儿园均不再开园#；另据北京疫情防控工作发布会消息， #北京市高校学生停止返校# 。 （央视）  原图 ,,http://wx3.sinaimg.cn/large/61b8c41egy1gfuj870zatj20hj0arwjc.jpg,无,无,2020-06-16 23:09,微博 weibo.com,223,33,23
J6XfaDQ5J,【#北京应急响应级别调整为二级#】北京市人民政府副秘书长陈蓓：近日，在国家卫生健康委专家组的指导下进行了分析，经北京市新冠肺炎防控工作领导小组研究决定，按程序报批后，决定6月16日即时起，北京市应急响应级别由三级调至二级。央视新闻的微博视频  ,,无,无,无,2020-06-16 22:55,微博 weibo.com,37,11,9
J6NXt1QDe,【一场蓄谋的“司机性侵”直播：地下色情直播的土壤与链条】即便调查结果显示，这次事件并非“迷奸”，而是一对夫妻在地下直播平台上的非法盈利行为，但一个不能回避的事实是——就像微博中这则新闻下的一条留言所言——“是应该报警，这么多人说是假的，就算大部分是假的，要是有真的混在里面呢……”爆料人也对南方周末记者这样阐述他的爆料原因：“对于合法年龄后的自愿行为，我并没有什么评价；迷奸这类，尤其是真实感极强的这种，我觉得会让人模仿。”网络上不乏有男性网友感叹“要换App了”。爆料人告诉南方周末记者，类似的直播平台还有很多。警情通报发出后，爆料人给南方周末记者发了一封邮件，里面写道：“我当时想着这看起来很真，万一是真的怎么办，就这样放到脑后不管，好像不是个不会后悔的办法。就算不是真的，这种教人犯罪直播还有这么多人观看，不是个应该存在的事。对吧？”http://t.cn/A6LLK5zG 原图 ,,http://wx2.sinaimg.cn/large/61b8c41egy1gftdt8pzkrj20qo0hs4c7.jpg,无,无,2020-06-15 23:17,微博 weibo.com,140,17,18
J6MGRsMiR,【今年的南方暴雨，为何偏早偏强？台风“鹦鹉”会加重灾情吗？】目前，台风“鹦鹉”的结构已经出现了明显不对称，“相对强对流出现在中心的西侧区域。”“鹦鹉”的到来会不会大面积加重此前广东、广西等地灾区的灾情？“也不必太担心。”张玲解释，虽然过去一个月，广东北部、广西中部等地降水偏多，但并不是全境都有强降水，前期降水偏多的区域并不是这次台风造成降水主要发生的区域，在这段时间，广西南部、广东西南部、海南岛的降水明显偏少，和常年同期相比减少了三至七成，并且出现了较长时间的高温天气，较历史同期偏高了1至4摄氏度，还出现了中度到重度的气象干旱。“台风‘鹦鹉’所带来的降水区，正好覆盖了这些地区，对于缓解这些地区的高温、干旱是有利的。”张玲说。http://t.cn/A6LG2xiK 原图 ,,http://wx3.sinaimg.cn/large/61b8c41egy1gft86npf2yj20qo0hsawv.jpg,无,无,2020-06-15 20:03,微博 weibo.com,29,7,8
J6EpSdhzs,#读者来稿#【周杰伦单曲《Mojito》：唤醒“中年人群”的情感载体？】在70后和80后们看来，周杰伦不再是偶像，他是兄弟，是情感载体，是审美象征，是精神出口。周杰伦《爷爷泡的茶》《听妈妈的话》等亲情主题的作品，已经完成了对歌迷们的一次情感教育，而《七里香》《简单爱》等青春主题作品，更是因为吻合两代人的校园经历，而被当成一种理想化的爱情模式，他们顺理成章地会追求周杰伦通过他的作品所塑造出来的生活场景。适度的深情，清醒而稳重。周杰伦的音乐有何变化，已经不是首位重要的事情，人们聆听周杰伦，是沿着共同的记忆之路回溯往事，在当下寂静的中年生活制造出一点声音。http://t.cn/A6LUHsCv 原图 ,,http://wx2.sinaimg.cn/large/61b8c41egy1gfs7o3k58mj21600u04qq.jpg,无,无,2020-06-14 22:59,微博 weibo.com,627,107,55
